;approval;gender;usia; pinjaman;tenor;pemasukan;tanggungan;pekerjaan
8079;Y;M;86;1800000;8;4400000;4;Pekerja Lepas
8080;Y;M;81;2000000;10;3500000;4;Pekerja Lepas
8081;Y;M;88;2500000;10;2500000;2;Pedagang
8082;N;M;23;500000;20;1200000;1;Pedagang
8083;Y;M;37;1200000;8;4500000;4;Pedagang
8084;N;M;30;1500000;10;3000000;3;Buruh
8085;N;M;22;1500000;6;4600000;2;Guru/Dosen
8086;Y;M;91;2500000;12;4400000;5;Wirausaha
8087;N;F;88;1900000;6;4800000;1;Buruh
8088;N;F;54;1500000;6;1800000;3;Pedagang
8089;N;M;27;1500000;20;1200000;4;Pedagang
8090;Y;M;73;2000000;12;4400000;5;Pekerja Lepas
8091;Y;M;98;1200000;6;2500000;5;Wirausaha
8092;N;M;74;500000;10;4800000;2;Buruh
8093;Y;M;88;1000000;20;3000000;5;Pekerja Lepas
8094;N;M;78;1800000;16;2500000;2;Guru/Dosen
8095;Y;M;99;1000000;10;2500000;5;Pekerja Lepas
8096;Y;M;37;2500000;12;4500000;5;Wirausaha
8097;N;M;30;1500000;4;2000000;0;Pedagang
8098;Y;M;24;1800000;3;4600000;4;Pekerja Lepas
8099;N;F;44;1200000;10;1500000;3;Buruh
8100;Y;M;79;2500000;10;4600000;1;Wirausaha
8101;N;M;51;1600000;10;1500000;1;Pedagang
8102;Y;M;97;1600000;6;4000000;3;Pedagang
8103;Y;M;22;2500000;16;4500000;1;Wirausaha
8104;N;M;99;1200000;6;4500000;2;Guru/Dosen
8105;Y;M;90;500000;3;2500000;3;Pedagang
8106;N;M;95;700000;10;4600000;3;Buruh
8107;N;F;26;700000;16;2000000;4;Pekerja Lepas
8108;N;M;60;1200000;10;3500000;4;Buruh
8109;Y;F;57;1200000;10;2500000;2;Pedagang
8110;Y;M;88;1200000;3;2500000;1;Pedagang
8111;N;M;21;1500000;5;1200000;2;Pedagang
8112;N;F;87;500000;3;1800000;5;Pekerja Lepas
8113;N;F;93;1800000;4;1200000;5;Pedagang
8114;Y;M;87;2500000;12;2300000;2;Pekerja Lepas
8115;Y;M;99;500000;3;3500000;1;Pekerja Lepas
8116;N;M;99;2500000;8;2000000;1;Pedagang
8117;Y;M;74;500000;4;2300000;0;Pekerja Lepas
8118;N;M;94;3000000;20;4400000;5;Guru/Dosen
8119;Y;M;61;1200000;10;4000000;2;Pedagang
8120;N;M;95;1200000;20;4600000;2;Buruh
8121;N;F;88;1500000;16;2300000;1;Guru/Dosen
8122;N;M;58;1800000;5;1500000;5;Guru/Dosen
8123;Y;M;31;500000;10;3500000;1;Pedagang
8124;Y;F;43;1200000;10;5000000;2;Buruh
8125;N;F;70;500000;5;4500000;5;Guru/Dosen
8126;N;M;82;1500000;8;2500000;5;Buruh
8127;Y;F;88;1400000;20;4800000;3;Wirausaha
8128;N;M;98;1000000;20;1200000;3;Guru/Dosen
8129;N;F;81;1000000;6;1500000;1;Pekerja Lepas
8130;Y;M;26;2500000;20;4000000;1;Wirausaha
8131;Y;M;100;1500000;12;4500000;5;Pedagang
8132;N;M;20;500000;16;1800000;0;Pedagang
8133;N;M;28;1200000;20;4000000;5;Buruh
8134;N;M;28;1200000;10;3000000;2;Buruh
8135;N;M;84;1000000;12;5000000;3;Buruh
8136;N;M;99;3000000;10;1200000;4;Pekerja Lepas
8137;Y;M;73;500000;6;5000000;0;Wirausaha
8138;N;M;68;2000000;5;1500000;0;Buruh
8139;N;M;87;700000;5;4500000;1;Buruh
8140;Y;M;81;700000;3;3500000;4;Wirausaha
8141;N;M;96;2500000;8;1200000;0;Wirausaha
8142;N;M;70;500000;4;1200000;4;Pekerja Lepas
8143;Y;M;95;1600000;10;2300000;0;Pedagang
8144;Y;F;35;1800000;3;4600000;2;Guru/Dosen
8145;Y;M;47;1600000;16;4400000;1;Pedagang
8146;Y;M;57;1400000;12;3000000;3;Wirausaha
8147;N;M;86;1900000;10;3000000;0;Guru/Dosen
8148;Y;M;94;3000000;10;4600000;0;Wirausaha
8149;Y;F;28;2000000;3;3500000;1;Guru/Dosen
8150;Y;M;27;1200000;4;4600000;5;Pekerja Lepas
8151;N;F;58;1600000;4;1200000;4;Guru/Dosen
8152;N;M;77;1800000;3;3000000;5;Guru/Dosen
8153;N;M;41;1400000;10;2000000;3;Wirausaha
8154;N;M;56;1200000;5;3000000;2;Guru/Dosen
8155;N;M;20;3000000;3;4400000;2;Buruh
8156;N;M;88;2000000;6;2500000;1;Buruh
8157;Y;M;100;1200000;4;4400000;5;Pedagang
8158;N;M;97;500000;12;1200000;4;Buruh
8159;Y;F;73;1200000;10;5000000;3;Pekerja Lepas
8160;Y;F;46;3000000;10;3500000;1;Guru/Dosen
8161;Y;M;40;3000000;4;2300000;2;Pedagang
8162;Y;M;24;1900000;4;5000000;0;Pedagang
8163;N;M;24;1900000;4;1800000;4;Guru/Dosen
8164;Y;F;42;1600000;10;4400000;2;Pedagang
8165;N;M;93;2000000;10;1500000;2;Buruh
8166;N;F;90;500000;16;4400000;2;Guru/Dosen
8167;N;M;96;1500000;6;2000000;4;Pedagang
8168;Y;M;37;2000000;5;4400000;1;Pekerja Lepas
8169;Y;M;29;1900000;12;2300000;3;Wirausaha
8170;N;F;81;500000;10;4500000;5;Buruh
8171;N;F;77;2000000;12;2000000;3;Pekerja Lepas
8172;N;M;99;1200000;5;2000000;2;Buruh
8173;Y;M;20;500000;8;4800000;2;Wirausaha
8174;N;M;67;1500000;20;4400000;1;Buruh
8175;N;F;35;3000000;12;4000000;2;Buruh
8176;Y;M;69;3000000;4;4400000;1;Wirausaha
8177;N;M;20;2000000;6;3500000;3;Guru/Dosen
8178;N;M;89;1500000;6;2500000;1;Guru/Dosen
8179;Y;M;25;2000000;20;4400000;4;Pedagang
8180;N;M;36;3000000;4;5000000;5;Buruh
8181;N;F;31;500000;6;1500000;3;Pedagang
8182;N;M;35;1000000;20;3500000;2;Guru/Dosen
8183;N;M;24;1600000;4;2000000;5;Wirausaha
8184;N;M;74;1000000;3;4800000;0;Buruh
8185;N;M;83;1200000;8;3500000;1;Buruh
8186;Y;M;79;1200000;12;4500000;4;Pekerja Lepas
8187;N;F;69;1900000;10;1800000;4;Guru/Dosen
8188;Y;M;58;1900000;16;3000000;0;Pedagang
8189;N;M;82;2500000;10;3000000;5;Guru/Dosen
8190;Y;M;95;2500000;6;3000000;0;Pekerja Lepas
8191;N;M;41;1900000;20;1800000;2;Pedagang
8192;Y;F;47;1200000;4;4400000;0;Pedagang
8193;Y;F;21;700000;5;2300000;0;Pedagang
8194;N;M;88;1900000;4;4000000;1;Buruh
8195;Y;M;98;500000;3;4600000;3;Pedagang
8196;N;F;42;2000000;6;1500000;2;Wirausaha
8197;N;F;36;3000000;6;5000000;4;Guru/Dosen
8198;N;M;37;1400000;12;5000000;2;Guru/Dosen
8199;N;F;28;1200000;5;1500000;1;Buruh
8200;Y;M;33;500000;6;4600000;0;Pekerja Lepas
8201;N;M;51;1800000;6;4400000;4;Buruh
8202;Y;M;86;1600000;10;4000000;4;Pedagang
8203;Y;M;29;3000000;4;4600000;3;Pekerja Lepas
8204;N;M;40;1800000;8;1800000;1;Buruh
8205;N;M;21;1000000;16;3500000;5;Guru/Dosen
8206;Y;M;78;1400000;4;3500000;1;Pekerja Lepas
8207;N;F;88;500000;12;2000000;3;Pekerja Lepas
8208;Y;M;20;700000;3;4000000;2;Wirausaha
8209;N;F;66;500000;3;2000000;4;Guru/Dosen
8210;Y;F;59;700000;6;2300000;5;Pedagang
8211;N;M;29;3000000;20;1800000;1;Pedagang
8212;N;M;38;1500000;10;1800000;1;Buruh
8213;N;F;53;1400000;6;4800000;4;Guru/Dosen
8214;N;M;57;500000;4;1800000;0;Buruh
8215;N;M;67;500000;12;1500000;0;Pedagang
8216;Y;F;54;1600000;8;4400000;5;Pekerja Lepas
8217;N;M;49;1500000;16;1500000;5;Pekerja Lepas
8218;N;M;67;700000;12;1200000;1;Pedagang
8219;N;M;39;1900000;4;1200000;4;Guru/Dosen
8220;N;F;43;1200000;20;1200000;2;Guru/Dosen
8221;N;F;48;500000;4;4800000;3;Guru/Dosen
8222;N;F;93;1000000;6;1200000;5;Pedagang
8223;Y;M;44;1600000;20;4400000;4;Pedagang
8224;Y;F;48;700000;5;4600000;0;Wirausaha
8225;Y;M;46;1500000;20;3500000;3;Pedagang
8226;N;F;31;1200000;4;1500000;1;Buruh
8227;N;M;20;1000000;4;2500000;1;Guru/Dosen
8228;N;M;93;700000;6;1200000;4;Pedagang
8229;N;M;20;2000000;20;1200000;5;Pedagang
8230;Y;M;62;1600000;3;4500000;0;Guru/Dosen
8231;Y;M;98;1200000;6;3500000;1;Pekerja Lepas
8232;Y;M;21;1500000;3;2500000;1;Wirausaha
8233;Y;F;31;500000;8;4400000;5;Pedagang
8234;N;M;59;2500000;20;1200000;3;Buruh
8235;Y;F;86;1200000;6;4500000;4;Pedagang
8236;Y;M;40;1200000;3;4500000;4;Pekerja Lepas
8237;N;M;84;1200000;20;1200000;4;Pekerja Lepas
8238;Y;F;93;1600000;4;2500000;2;Pedagang
8239;N;M;95;2000000;3;4000000;0;Buruh
8240;Y;F;35;2000000;4;2500000;5;Pedagang
8241;Y;M;90;500000;3;5000000;1;Pekerja Lepas
8242;N;F;29;1600000;6;3500000;3;Guru/Dosen
8243;Y;M;47;700000;4;3000000;4;Pedagang
8244;Y;M;48;1200000;10;3000000;2;Wirausaha
8245;N;F;49;500000;16;1200000;3;Wirausaha
8246;N;M;21;2500000;12;2000000;0;Pekerja Lepas
8247;N;M;38;1200000;3;1200000;3;Pedagang
8248;Y;M;60;1200000;16;4800000;2;Pekerja Lepas
8249;Y;M;87;1800000;12;2300000;1;Pekerja Lepas
8250;N;F;52;1400000;16;2000000;2;Guru/Dosen
8251;N;M;24;3000000;10;2000000;2;Pekerja Lepas
8252;N;F;82;1400000;6;2000000;2;Wirausaha
8253;Y;M;50;500000;6;2500000;4;Pekerja Lepas
8254;N;M;65;500000;8;4600000;0;Guru/Dosen
8255;N;F;38;2000000;16;1500000;4;Wirausaha
8256;Y;M;81;500000;10;4400000;4;Pedagang
8257;N;F;70;1200000;5;1500000;1;Buruh
8258;N;F;42;1200000;8;4500000;3;Guru/Dosen
8259;N;M;46;1400000;10;2000000;1;Buruh
8260;N;F;58;1900000;16;4000000;3;Guru/Dosen
8261;Y;F;41;1400000;4;4400000;4;Wirausaha
8262;N;F;69;1200000;4;3000000;3;Guru/Dosen
8263;N;F;28;1200000;8;3000000;5;Buruh
8264;N;M;78;2500000;6;2300000;5;Buruh
8265;Y;M;54;1200000;10;4800000;1;Guru/Dosen
8266;N;M;75;500000;4;1800000;0;Pekerja Lepas
8267;Y;M;67;1900000;10;2300000;4;Pekerja Lepas
8268;Y;M;38;1500000;8;4500000;3;Pedagang
8269;N;M;23;1200000;10;1200000;5;Buruh
8270;Y;M;41;500000;3;2300000;1;Wirausaha
8271;N;M;73;1200000;10;1200000;5;Pekerja Lepas
8272;N;F;75;2000000;4;1500000;2;Pedagang
8273;N;M;56;2000000;20;2000000;4;Pedagang
8274;N;F;27;3000000;4;2000000;5;Buruh
8275;N;M;27;3000000;10;4500000;5;Guru/Dosen
8276;N;M;27;1200000;12;4800000;2;Buruh
8277;Y;M;54;1800000;3;4500000;1;Wirausaha
8278;N;F;34;3000000;10;2000000;2;Pedagang
8279;Y;M;24;1400000;4;4000000;3;Wirausaha
8280;Y;M;49;700000;5;4000000;0;Pedagang
8281;N;M;51;1400000;10;1200000;0;Pekerja Lepas
8282;N;F;76;1600000;8;4500000;1;Guru/Dosen
8283;N;M;46;2000000;16;1200000;0;Wirausaha
8284;Y;F;73;2500000;3;2300000;3;Pekerja Lepas
8285;N;M;82;700000;10;1500000;0;Guru/Dosen
8286;Y;F;96;1000000;5;5000000;2;Pedagang
8287;Y;M;80;500000;16;4000000;0;Pedagang
8288;N;M;76;2500000;10;4400000;2;Buruh
8289;N;F;29;1400000;10;1800000;0;Buruh
8290;N;M;98;1500000;4;1500000;2;Guru/Dosen
8291;Y;M;90;1800000;6;4600000;3;Pedagang
8292;Y;M;96;1900000;5;2300000;3;Pedagang
8293;Y;M;40;2500000;5;4600000;4;Pedagang
8294;Y;M;64;1600000;3;4500000;5;Pedagang
8295;Y;M;62;1200000;3;4600000;3;Pedagang
8296;N;M;46;1000000;5;1800000;1;Guru/Dosen
8297;N;M;56;1200000;6;4600000;3;Buruh
8298;N;M;97;1800000;4;4500000;5;Guru/Dosen
8299;Y;M;24;1000000;20;4800000;5;Pedagang
8300;N;M;53;1500000;12;3000000;2;Guru/Dosen
8301;Y;F;51;1500000;10;3000000;1;Wirausaha
8302;Y;M;85;1200000;5;4400000;3;Pedagang
8303;N;M;24;1200000;5;4400000;2;Guru/Dosen
8304;N;F;91;500000;4;2000000;0;Pedagang
8305;N;M;49;1000000;10;1200000;5;Pekerja Lepas
8306;Y;M;25;2000000;4;3500000;2;Pedagang
8307;Y;F;81;500000;20;3500000;2;Wirausaha
8308;N;M;89;700000;12;3500000;5;Buruh
8309;Y;F;28;1800000;20;2500000;4;Wirausaha
8310;Y;M;61;1600000;4;4400000;5;Pedagang
8311;Y;M;25;1900000;20;4000000;0;Buruh
8312;N;M;33;1800000;4;2500000;5;Guru/Dosen
8313;N;M;42;1000000;3;4000000;2;Guru/Dosen
8314;N;M;98;1400000;4;4600000;3;Buruh
8315;Y;F;85;1200000;10;4500000;1;Pedagang
8316;Y;F;45;500000;8;3000000;0;Pedagang
8317;N;F;35;3000000;4;2000000;4;Guru/Dosen
8318;N;M;26;1200000;10;1800000;3;Pekerja Lepas
8319;N;M;83;1200000;10;2000000;0;Pekerja Lepas
8320;N;M;98;2000000;3;2500000;4;Buruh
8321;N;M;25;1200000;16;4400000;4;Guru/Dosen
8322;N;F;28;1600000;3;1200000;3;Pekerja Lepas
8323;Y;M;71;500000;10;4000000;3;Pedagang
8324;N;M;96;1200000;16;2000000;1;Pedagang
8325;N;M;99;2500000;4;4500000;5;Guru/Dosen
8326;Y;M;46;1500000;16;4000000;1;Wirausaha
8327;N;F;20;500000;5;2000000;3;Wirausaha
8328;Y;F;60;1200000;8;3500000;5;Pedagang
8329;N;M;89;1200000;10;2500000;4;Buruh
8330;N;M;58;1400000;10;2000000;5;Pedagang
8331;N;M;90;1900000;3;1200000;4;Pekerja Lepas
8332;N;M;27;3000000;3;1500000;5;Guru/Dosen
8333;N;M;28;1200000;10;2300000;4;Guru/Dosen
8334;Y;M;86;1600000;6;3500000;5;Pedagang
8335;Y;F;61;3000000;20;2300000;5;Pedagang
8336;Y;M;92;1900000;4;2500000;0;Pedagang
8337;Y;M;90;2500000;4;4000000;4;Pedagang
8338;N;M;38;2500000;4;2000000;3;Pedagang
8339;Y;M;21;700000;5;4400000;0;Pedagang
8340;Y;M;91;500000;6;3000000;1;Pedagang
8341;N;M;95;1500000;8;4800000;4;Guru/Dosen
8342;N;M;44;1200000;10;1800000;3;Buruh
8343;Y;M;27;2500000;10;4500000;3;Pedagang
8344;Y;F;55;1200000;5;4400000;4;Pekerja Lepas
8345;N;M;59;1600000;10;1500000;2;Wirausaha
8346;Y;M;46;1200000;3;2300000;2;Wirausaha
8347;Y;F;73;1600000;3;3000000;3;Wirausaha
8348;Y;M;31;500000;4;4600000;3;Pekerja Lepas
8349;Y;M;44;1900000;4;4400000;3;Pekerja Lepas
8350;Y;M;83;1400000;4;3000000;5;Pedagang
8351;N;M;70;1200000;8;1800000;2;Pedagang
8352;N;F;41;1200000;10;1200000;3;Guru/Dosen
8353;Y;M;80;1200000;12;4000000;3;Wirausaha
8354;Y;M;90;1500000;4;4500000;0;Pekerja Lepas
8355;N;M;69;1900000;6;2000000;2;Pekerja Lepas
8356;Y;M;68;1800000;4;5000000;5;Wirausaha
8357;Y;F;35;1200000;8;4400000;0;Wirausaha
8358;Y;F;68;3000000;3;4000000;5;Pekerja Lepas
8359;N;F;88;1000000;3;2300000;2;Guru/Dosen
8360;Y;F;53;2000000;3;4500000;3;Pekerja Lepas
8361;Y;M;66;1000000;8;5000000;3;Pedagang
8362;Y;M;86;500000;10;4000000;0;Pedagang
8363;Y;M;98;1200000;4;3000000;4;Pedagang
8364;N;M;27;3000000;6;1200000;1;Pedagang
8365;Y;M;41;500000;6;4500000;4;Pedagang
8366;N;M;44;700000;5;4000000;4;Guru/Dosen
8367;N;M;20;700000;10;1200000;5;Buruh
8368;N;M;63;1400000;4;2000000;5;Pedagang
8369;N;M;45;3000000;12;2500000;2;Guru/Dosen
8370;Y;M;45;500000;20;4400000;2;Wirausaha
8371;Y;M;62;2500000;16;3000000;4;Pedagang
8372;Y;M;56;1200000;5;4600000;0;Buruh
8373;Y;F;86;1500000;12;2300000;3;Pedagang
8374;N;M;99;3000000;8;1500000;0;Pedagang
8375;N;F;21;2000000;20;1500000;0;Guru/Dosen
8376;N;M;62;1900000;4;1200000;2;Pekerja Lepas
8377;N;M;29;500000;12;2000000;0;Pekerja Lepas
8378;Y;M;67;1400000;10;5000000;5;Pedagang
8379;N;M;76;700000;4;1800000;1;Buruh
8380;Y;M;51;1900000;10;3000000;5;Pekerja Lepas
8381;N;F;63;1800000;8;1500000;3;Pedagang
8382;Y;M;49;1200000;10;4800000;4;Pedagang
8383;Y;M;98;1400000;6;4500000;1;Pekerja Lepas
8384;N;F;88;1900000;5;4500000;5;Guru/Dosen
8385;Y;M;25;1200000;5;5000000;4;Pedagang
8386;N;F;33;1600000;12;4600000;3;Buruh
8387;N;F;36;1900000;10;2000000;1;Buruh
8388;Y;M;70;1200000;16;4500000;3;Pedagang
8389;N;M;90;1200000;20;5000000;4;Guru/Dosen
8390;Y;M;23;1000000;6;4500000;0;Buruh
8391;N;M;25;500000;8;4500000;2;Buruh
8392;N;M;78;1900000;16;4000000;3;Guru/Dosen
8393;N;M;70;3000000;5;1200000;0;Pekerja Lepas
8394;Y;M;30;1500000;6;4600000;2;Pekerja Lepas
8395;N;M;55;1000000;4;1800000;0;Pedagang
8396;Y;M;91;2500000;10;4400000;2;Pedagang
8397;N;M;66;1200000;3;2300000;4;Guru/Dosen
8398;N;F;54;1400000;5;4000000;2;Guru/Dosen
8399;Y;F;26;500000;10;2500000;5;Pedagang
8400;N;F;59;1900000;3;2500000;4;Buruh
8401;N;M;80;1600000;10;2000000;1;Pekerja Lepas
8402;Y;M;100;1200000;4;2500000;4;Pekerja Lepas
8403;Y;M;20;500000;5;4000000;2;Wirausaha
8404;Y;M;20;1200000;4;4800000;2;Wirausaha
8405;Y;M;60;1200000;4;3000000;2;Pedagang
8406;Y;F;47;1200000;10;4500000;4;Pekerja Lepas
8407;Y;F;34;1000000;16;4000000;1;Pedagang
8408;Y;M;85;1600000;5;3000000;5;Wirausaha
8409;Y;M;31;1400000;4;3000000;4;Pekerja Lepas
8410;N;M;57;3000000;12;1500000;2;Buruh
8411;N;M;90;1000000;3;1800000;0;Pedagang
8412;N;M;59;2000000;10;1500000;2;Pedagang
8413;N;F;41;1400000;20;1500000;5;Buruh
8414;N;M;30;1200000;16;4000000;1;Guru/Dosen
8415;N;F;95;1600000;10;4400000;1;Guru/Dosen
8416;N;F;23;1000000;10;1800000;3;Pedagang
8417;N;M;21;1200000;20;2000000;3;Pedagang
8418;N;M;81;500000;20;1200000;0;Pekerja Lepas
8419;N;F;22;2500000;4;4600000;5;Buruh
8420;N;F;43;3000000;5;4800000;4;Guru/Dosen
8421;Y;M;85;500000;5;4500000;2;Pekerja Lepas
8422;N;M;49;3000000;8;2500000;0;Buruh
8423;N;F;72;1600000;20;1200000;1;Guru/Dosen
8424;N;M;20;1000000;5;2000000;2;Pekerja Lepas
8425;N;M;71;1900000;4;1800000;4;Wirausaha
8426;Y;M;37;1200000;5;4800000;3;Wirausaha
8427;Y;F;86;3000000;16;2500000;0;Pekerja Lepas
8428;Y;M;92;2500000;10;4500000;0;Pekerja Lepas
8429;N;F;78;2500000;12;4000000;4;Buruh
8430;N;M;60;1800000;5;4000000;4;Buruh
8431;N;F;35;700000;12;4800000;5;Buruh
8432;Y;M;57;700000;10;4800000;1;Pedagang
8433;N;M;50;700000;8;1500000;2;Pekerja Lepas
8434;N;M;73;3000000;5;1200000;1;Pekerja Lepas
8435;N;M;34;1600000;20;2300000;5;Guru/Dosen
8436;N;M;71;500000;4;1500000;1;Pedagang
8437;N;F;79;1000000;3;1800000;1;Pedagang
8438;Y;M;98;1600000;12;3500000;1;Pedagang
8439;N;M;46;1500000;10;1500000;3;Pedagang
8440;N;M;74;1500000;6;1500000;2;Guru/Dosen
8441;Y;F;66;1500000;5;4800000;3;Pekerja Lepas
8442;N;F;40;1500000;16;1200000;1;Buruh
8443;N;F;72;1800000;5;1500000;0;Pedagang
8444;Y;M;76;1200000;4;4000000;3;Pedagang
8445;Y;F;43;500000;16;4600000;5;Pedagang
8446;N;F;24;1600000;3;2300000;1;Buruh
8447;N;F;82;3000000;4;1500000;4;Wirausaha
8448;N;M;51;1400000;4;1800000;1;Guru/Dosen
8449;Y;M;31;700000;4;2300000;3;Wirausaha
8450;N;M;75;3000000;4;3500000;5;Buruh
8451;Y;M;38;1600000;10;3500000;5;Wirausaha
8452;N;F;92;3000000;6;4400000;2;Buruh
8453;N;F;58;2500000;12;2500000;5;Buruh
8454;Y;F;91;700000;5;3000000;2;Wirausaha
8455;Y;F;39;700000;4;4000000;0;Buruh
8456;N;M;24;2000000;6;4400000;3;Guru/Dosen
8457;Y;M;97;1200000;12;4800000;5;Pedagang
8458;N;M;76;1200000;3;4600000;0;Guru/Dosen
8459;N;M;33;700000;8;1500000;5;Pekerja Lepas
8460;Y;F;25;1400000;8;3500000;4;Wirausaha
8461;N;M;79;1200000;4;3000000;1;Guru/Dosen
8462;Y;M;67;1000000;10;2300000;3;Wirausaha
8463;N;M;73;1600000;10;4500000;4;Buruh
8464;Y;M;63;1200000;6;2300000;2;Pedagang
8465;N;M;24;1800000;10;5000000;5;Buruh
8466;Y;F;91;1200000;4;4800000;5;Pedagang
8467;N;F;88;1500000;5;4800000;0;Buruh
8468;N;F;84;700000;8;1200000;5;Buruh
8469;Y;M;93;700000;4;4500000;1;Wirausaha
8470;Y;M;100;500000;20;4500000;2;Wirausaha
8471;N;M;42;1900000;6;1500000;3;Wirausaha
8472;N;M;89;1600000;4;4800000;2;Buruh
8473;Y;M;75;1200000;3;3500000;0;Pedagang
8474;N;F;67;1800000;10;3000000;3;Buruh
8475;Y;M;52;1400000;10;4500000;5;Pedagang
8476;N;M;48;1200000;5;1200000;2;Pedagang
8477;N;M;65;2500000;12;3500000;5;Guru/Dosen
8478;N;F;88;1200000;6;2000000;0;Pedagang
8479;N;M;40;1200000;4;1800000;2;Buruh
8480;Y;M;36;500000;20;4400000;0;Buruh
8481;N;M;75;2000000;12;1200000;1;Pedagang
8482;N;M;31;1900000;16;1800000;1;Guru/Dosen
8483;Y;M;95;1200000;10;4600000;4;Pedagang
8484;Y;F;38;1800000;10;4600000;0;Pedagang
8485;N;M;26;1200000;20;2000000;4;Pedagang
8486;Y;M;98;700000;6;2300000;2;Pedagang
8487;Y;F;29;700000;12;3000000;2;Pekerja Lepas
8488;Y;F;53;500000;10;5000000;4;Wirausaha
8489;Y;M;82;1900000;10;3500000;3;Pedagang
8490;N;M;73;1200000;8;2000000;0;Wirausaha
8491;Y;F;94;1200000;4;4000000;3;Wirausaha
8492;N;F;45;1800000;4;1200000;4;Wirausaha
8493;Y;M;47;1400000;8;4500000;1;Wirausaha
8494;N;M;81;1000000;10;2500000;4;Guru/Dosen
8495;N;F;37;1500000;4;1500000;1;Pedagang
8496;N;M;92;700000;10;2500000;1;Buruh
8497;Y;F;45;3000000;20;4000000;1;Pedagang
8498;N;F;36;1800000;3;5000000;4;Guru/Dosen
8499;N;M;55;500000;16;1200000;3;Guru/Dosen
8500;N;M;32;1600000;16;3000000;2;Guru/Dosen
8501;Y;F;97;1800000;16;5000000;4;Pekerja Lepas
8502;N;M;95;1800000;4;5000000;5;Guru/Dosen
8503;N;M;95;1800000;6;2000000;0;Pedagang
8504;Y;F;81;1800000;10;3000000;1;Pedagang
8505;N;M;34;1000000;6;1200000;3;Pedagang
8506;Y;M;57;1200000;3;4800000;4;Pedagang
8507;N;M;32;500000;3;2000000;3;Pedagang
8508;N;F;69;1200000;5;4500000;1;Guru/Dosen
8509;N;M;42;2000000;20;2500000;5;Buruh
8510;Y;M;32;1600000;5;4500000;2;Pedagang
8511;Y;M;74;2000000;6;4500000;3;Wirausaha
8512;N;M;92;2500000;8;3000000;5;Buruh
8513;N;M;24;2500000;4;2000000;2;Pekerja Lepas
8514;Y;M;46;1200000;3;4600000;3;Pedagang
8515;Y;M;36;1500000;4;4600000;3;Pedagang
8516;Y;M;63;2500000;20;4500000;3;Pekerja Lepas
8517;Y;M;99;500000;10;4400000;4;Pedagang
8518;N;M;43;500000;10;1200000;3;Pedagang
8519;Y;M;67;1400000;10;2300000;5;Pedagang
8520;Y;M;36;700000;5;5000000;0;Wirausaha
8521;N;M;20;3000000;3;4500000;4;Guru/Dosen
8522;Y;M;45;1600000;10;4500000;3;Pedagang
8523;N;F;43;1200000;8;1500000;3;Pedagang
8524;Y;F;20;1400000;6;2500000;0;Pekerja Lepas
8525;N;M;96;1000000;5;1500000;2;Wirausaha
8526;Y;M;31;1200000;8;3000000;2;Pedagang
8527;Y;F;47;1500000;10;4800000;2;Pedagang
8528;Y;M;45;500000;3;5000000;5;Pedagang
8529;N;F;74;700000;3;4600000;0;Guru/Dosen
8530;Y;F;94;500000;4;3000000;5;Pedagang
8531;N;M;41;1500000;6;1500000;2;Pekerja Lepas
8532;Y;M;62;1200000;4;4000000;2;Pedagang
8533;N;M;39;500000;12;5000000;2;Guru/Dosen
8534;N;M;53;1800000;4;3500000;2;Guru/Dosen
8535;N;M;61;3000000;4;1200000;3;Buruh
8536;Y;F;50;1200000;5;3000000;5;Wirausaha
8537;Y;M;78;1600000;12;2300000;0;Wirausaha
8538;Y;M;98;1000000;10;4400000;4;Wirausaha
8539;Y;F;88;1000000;3;5000000;1;Wirausaha
8540;Y;F;73;500000;5;5000000;3;Pedagang
8541;Y;M;23;1200000;16;4000000;5;Wirausaha
8542;Y;F;47;1200000;20;2500000;0;Wirausaha
8543;Y;F;37;1200000;4;5000000;4;Wirausaha
8544;N;M;90;1800000;10;4800000;5;Buruh
8545;N;M;25;1200000;16;1200000;3;Pedagang
8546;Y;F;68;1200000;6;2300000;3;Pedagang
8547;Y;M;55;2000000;4;5000000;4;Wirausaha
8548;N;F;34;2000000;5;1200000;1;Pedagang
8549;N;M;36;1900000;16;1500000;4;Pekerja Lepas
8550;Y;M;83;1000000;16;3000000;0;Wirausaha
8551;Y;M;59;2000000;12;5000000;5;Pedagang
8552;Y;F;65;1600000;16;3500000;2;Pedagang
8553;Y;M;78;1400000;20;5000000;5;Wirausaha
8554;Y;F;48;1500000;6;3500000;0;Pedagang
8555;N;M;85;2500000;3;2000000;4;Buruh
8556;Y;F;47;1000000;10;4600000;5;Wirausaha
8557;N;M;91;1600000;4;4600000;5;Buruh
8558;N;M;40;700000;8;4600000;5;Buruh
8559;Y;M;80;1200000;20;5000000;5;Pekerja Lepas
8560;N;F;96;1200000;10;2000000;3;Pedagang
8561;N;M;53;1500000;8;2500000;3;Buruh
8562;Y;M;43;1200000;6;4800000;4;Pedagang
8563;N;M;57;1200000;10;1500000;3;Buruh
8564;N;M;72;1200000;20;3000000;2;Guru/Dosen
8565;Y;F;21;700000;12;5000000;0;Pedagang
8566;N;M;27;500000;3;4000000;5;Buruh
8567;N;M;49;1200000;12;3500000;5;Guru/Dosen
8568;N;M;39;3000000;4;4500000;3;Buruh
8569;N;F;34;2500000;10;1500000;5;Pedagang
