,usia,econ,pekerjaan,pinjaman ke,telat bayar,donasi,score
7666,2.0,4.0,2.0,1.0,3.0,3.0,595.303
7667,2.0,5.0,1.0,3.0,3.0,0.0,613.749
7668,2.0,3.0,2.0,2.0,2.0,3.0,613.136
7669,1.0,0.0,1.0,2.0,1.0,3.0,339.13599999999997
7670,2.0,4.0,1.0,3.0,3.0,0.0,545.749
7671,1.0,0.0,1.0,2.0,3.0,0.0,181.666
7672,2.0,2.0,2.0,1.0,2.0,1.0,389.323
7673,1.0,5.0,1.0,2.0,2.0,2.0,621.646
7674,1.0,4.0,1.0,3.0,3.0,2.0,609.479
7675,1.0,3.0,1.0,1.0,3.0,1.0,357.323
7676,2.0,4.0,1.0,3.0,2.0,1.0,603.239
7677,1.0,0.0,1.0,2.0,0.0,2.0,311.646
7678,1.0,3.0,2.0,3.0,3.0,3.0,647.719
7679,2.0,5.0,1.0,2.0,2.0,1.0,600.406
7680,2.0,5.0,1.0,3.0,0.0,3.0,786.219
7681,1.0,1.0,1.0,3.0,3.0,2.0,405.47900000000004
7682,1.0,1.0,1.0,2.0,2.0,1.0,307.156
7683,2.0,5.0,1.0,2.0,3.0,1.0,585.406
7684,1.0,5.0,1.0,2.0,2.0,1.0,579.156
7685,2.0,5.0,1.0,3.0,3.0,2.0,698.729
7686,1.0,4.0,2.0,2.0,1.0,3.0,674.886
7687,2.0,0.0,2.0,1.0,3.0,1.0,238.323
7688,2.0,0.0,1.0,3.0,3.0,0.0,273.749
7689,2.0,0.0,1.0,2.0,1.0,3.0,360.38599999999997
7690,2.0,0.0,2.0,2.0,2.0,2.0,366.646
7691,2.0,2.0,1.0,1.0,3.0,1.0,310.573
7692,1.0,0.0,1.0,2.0,1.0,2.0,296.646
7693,2.0,4.0,2.0,2.0,0.0,2.0,668.646
7694,1.0,0.0,1.0,1.0,3.0,1.0,153.323
7695,1.0,2.0,1.0,2.0,1.0,1.0,390.156
7696,1.0,3.0,2.0,1.0,3.0,3.0,506.053
7697,1.0,4.0,1.0,3.0,2.0,1.0,581.989
7698,2.0,5.0,2.0,3.0,2.0,1.0,734.989
7699,2.0,0.0,2.0,3.0,2.0,2.0,437.47900000000004
7700,2.0,1.0,1.0,1.0,3.0,0.0,200.083
7701,2.0,4.0,2.0,2.0,1.0,1.0,611.156
7702,2.0,3.0,2.0,2.0,2.0,1.0,528.156
7703,1.0,5.0,1.0,3.0,2.0,2.0,692.479
7704,2.0,5.0,1.0,2.0,1.0,3.0,700.386
7705,1.0,5.0,2.0,3.0,2.0,0.0,671.249
7706,1.0,2.0,1.0,1.0,3.0,1.0,289.323
7707,2.0,2.0,1.0,2.0,0.0,2.0,468.896
7708,2.0,3.0,1.0,3.0,3.0,2.0,562.729
7709,2.0,5.0,1.0,2.0,1.0,2.0,657.896
7710,2.0,5.0,1.0,2.0,2.0,2.0,642.896
7711,1.0,5.0,2.0,1.0,2.0,1.0,572.073
7712,1.0,5.0,1.0,2.0,3.0,1.0,564.156
7713,2.0,4.0,1.0,3.0,3.0,2.0,630.729
7714,1.0,5.0,1.0,1.0,2.0,0.0,465.83299999999997
7715,2.0,5.0,1.0,2.0,3.0,2.0,627.896
7716,2.0,5.0,2.0,3.0,3.0,0.0,677.499
7717,2.0,0.0,2.0,3.0,2.0,2.0,437.47900000000004
7718,1.0,5.0,1.0,3.0,1.0,1.0,664.989
7719,2.0,5.0,1.0,3.0,2.0,1.0,671.239
7720,1.0,5.0,1.0,2.0,0.0,1.0,609.156
7721,2.0,3.0,2.0,3.0,3.0,1.0,583.989
7722,2.0,0.0,1.0,1.0,3.0,1.0,174.573
7723,1.0,4.0,1.0,2.0,2.0,2.0,553.646
7724,1.0,5.0,1.0,2.0,2.0,1.0,579.156
7725,2.0,0.0,1.0,3.0,2.0,1.0,331.23900000000003
7726,1.0,0.0,1.0,3.0,0.0,1.0,339.98900000000003
7727,2.0,3.0,1.0,3.0,3.0,1.0,520.239
7728,1.0,4.0,1.0,2.0,3.0,1.0,496.156
7729,1.0,4.0,1.0,1.0,0.0,3.0,555.303
7730,1.0,5.0,1.0,3.0,3.0,0.0,592.499
7731,1.0,5.0,2.0,2.0,2.0,0.0,600.4159999999999
7732,2.0,5.0,1.0,3.0,0.0,3.0,786.219
7733,1.0,4.0,2.0,2.0,0.0,3.0,689.886
7734,2.0,3.0,1.0,3.0,2.0,1.0,535.239
7735,2.0,0.0,1.0,2.0,3.0,0.0,202.916
7736,1.0,0.0,1.0,2.0,2.0,1.0,239.156
7737,2.0,5.0,1.0,1.0,0.0,1.0,559.573
7738,2.0,5.0,1.0,3.0,2.0,0.0,628.749
7739,1.0,5.0,1.0,2.0,0.0,3.0,694.136
7740,2.0,4.0,1.0,3.0,3.0,2.0,630.729
7741,2.0,1.0,1.0,2.0,2.0,3.0,413.38599999999997
7742,2.0,4.0,1.0,1.0,3.0,1.0,446.573
7743,2.0,5.0,1.0,3.0,1.0,0.0,643.749
7744,1.0,5.0,1.0,3.0,2.0,0.0,607.499
7745,1.0,5.0,1.0,3.0,3.0,3.0,719.969
7746,2.0,2.0,1.0,2.0,2.0,1.0,396.406
7747,2.0,5.0,1.0,3.0,2.0,0.0,628.749
7748,2.0,5.0,1.0,1.0,0.0,1.0,559.573
7749,1.0,5.0,1.0,3.0,3.0,1.0,634.989
7750,2.0,0.0,1.0,3.0,2.0,0.0,288.749
7751,1.0,0.0,1.0,3.0,3.0,2.0,337.479
7752,2.0,5.0,1.0,3.0,2.0,1.0,671.239
7753,1.0,5.0,1.0,2.0,2.0,3.0,664.136
7754,2.0,1.0,2.0,1.0,2.0,3.0,406.303
7755,1.0,3.0,2.0,3.0,2.0,0.0,535.249
7756,1.0,0.0,1.0,3.0,2.0,1.0,309.98900000000003
7757,2.0,1.0,1.0,2.0,3.0,2.0,355.896
7758,2.0,5.0,1.0,3.0,3.0,1.0,656.239
7759,2.0,1.0,1.0,3.0,3.0,0.0,341.749
7760,2.0,4.0,1.0,2.0,2.0,1.0,532.406
7761,1.0,4.0,1.0,3.0,3.0,1.0,566.989
7762,1.0,0.0,1.0,2.0,1.0,3.0,339.13599999999997
7763,2.0,3.0,1.0,2.0,3.0,3.0,534.386
7764,2.0,3.0,2.0,3.0,2.0,1.0,598.989
7765,1.0,5.0,1.0,3.0,3.0,1.0,634.989
7766,1.0,5.0,2.0,2.0,2.0,1.0,642.906
7767,2.0,5.0,1.0,2.0,2.0,0.0,557.9159999999999
7768,2.0,0.0,1.0,3.0,2.0,1.0,331.23900000000003
7769,2.0,0.0,2.0,2.0,3.0,3.0,394.13599999999997
7770,2.0,5.0,1.0,1.0,2.0,0.0,487.08299999999997
7771,1.0,0.0,1.0,1.0,1.0,3.0,268.303
7772,1.0,1.0,1.0,3.0,1.0,3.0,477.96900000000005
7773,1.0,0.0,1.0,2.0,1.0,1.0,254.156
7774,1.0,0.0,1.0,1.0,3.0,1.0,153.323
7775,1.0,5.0,1.0,3.0,3.0,2.0,677.479
7776,2.0,0.0,1.0,2.0,3.0,3.0,330.38599999999997
7777,2.0,1.0,1.0,1.0,1.0,0.0,230.083
7778,1.0,2.0,1.0,2.0,2.0,1.0,375.156
7779,1.0,4.0,1.0,1.0,2.0,1.0,440.323
7780,2.0,3.0,2.0,3.0,3.0,1.0,583.989
7781,1.0,5.0,2.0,2.0,3.0,2.0,670.396
7782,1.0,5.0,1.0,2.0,2.0,1.0,579.156
7783,1.0,4.0,1.0,3.0,3.0,1.0,566.989
7784,2.0,5.0,1.0,3.0,3.0,2.0,698.729
7785,1.0,1.0,2.0,3.0,3.0,1.0,426.73900000000003
7786,1.0,5.0,1.0,3.0,0.0,1.0,679.989
7787,2.0,5.0,1.0,1.0,2.0,2.0,572.063
7788,2.0,1.0,1.0,3.0,0.0,2.0,471.72900000000004
7789,1.0,5.0,1.0,2.0,3.0,0.0,521.6659999999999
7790,2.0,0.0,1.0,2.0,2.0,2.0,302.896
7791,1.0,5.0,1.0,3.0,2.0,1.0,649.989
7792,2.0,0.0,1.0,3.0,3.0,1.0,316.23900000000003
7793,2.0,4.0,1.0,3.0,2.0,3.0,688.219
7794,1.0,0.0,1.0,3.0,3.0,3.0,379.969
7795,1.0,1.0,1.0,2.0,3.0,1.0,292.156
7796,2.0,5.0,2.0,1.0,1.0,1.0,608.323
7797,2.0,0.0,2.0,3.0,2.0,1.0,394.98900000000003
7798,2.0,1.0,2.0,1.0,2.0,0.0,278.83299999999997
7799,2.0,1.0,2.0,2.0,2.0,1.0,392.156
7800,1.0,1.0,1.0,3.0,2.0,3.0,462.96900000000005
7801,2.0,5.0,1.0,2.0,2.0,1.0,600.406
7802,2.0,5.0,1.0,3.0,3.0,2.0,698.729
7803,1.0,5.0,2.0,2.0,3.0,1.0,627.906
7804,2.0,1.0,2.0,3.0,2.0,1.0,462.98900000000003
7805,1.0,3.0,1.0,2.0,1.0,2.0,500.646
7806,2.0,3.0,1.0,3.0,1.0,1.0,550.239
7807,2.0,3.0,1.0,2.0,0.0,0.0,451.916
7808,2.0,2.0,1.0,3.0,2.0,3.0,552.219
7809,1.0,5.0,1.0,2.0,1.0,1.0,594.156
7810,2.0,2.0,1.0,2.0,1.0,3.0,496.38599999999997
7811,1.0,0.0,2.0,1.0,0.0,0.0,219.583
7812,1.0,2.0,1.0,3.0,2.0,1.0,445.98900000000003
7813,2.0,4.0,1.0,1.0,0.0,2.0,534.063
7814,2.0,2.0,2.0,3.0,2.0,2.0,573.479
7815,1.0,5.0,1.0,2.0,2.0,1.0,579.156
7816,2.0,5.0,1.0,3.0,3.0,0.0,613.749
7817,1.0,0.0,1.0,3.0,3.0,2.0,337.479
7818,1.0,5.0,2.0,1.0,2.0,1.0,572.073
7819,1.0,0.0,1.0,3.0,3.0,3.0,379.969
7820,2.0,2.0,1.0,2.0,1.0,1.0,411.406
7821,1.0,5.0,1.0,3.0,1.0,0.0,622.499
7822,1.0,0.0,2.0,2.0,3.0,3.0,372.88599999999997
7823,2.0,2.0,1.0,1.0,2.0,2.0,368.063
7824,2.0,5.0,1.0,3.0,0.0,0.0,658.749
7825,1.0,0.0,2.0,3.0,3.0,2.0,401.22900000000004
7826,2.0,5.0,1.0,3.0,2.0,3.0,756.219
7827,2.0,5.0,1.0,1.0,3.0,2.0,557.063
7828,1.0,3.0,1.0,3.0,2.0,0.0,471.499
7829,1.0,5.0,1.0,3.0,2.0,0.0,607.499
7830,2.0,1.0,2.0,2.0,3.0,0.0,334.666
7831,2.0,1.0,1.0,1.0,2.0,1.0,257.573
7832,2.0,5.0,2.0,2.0,0.0,1.0,694.156
7833,2.0,5.0,2.0,3.0,2.0,0.0,692.499
7834,1.0,5.0,2.0,2.0,3.0,1.0,627.906
7835,2.0,2.0,2.0,3.0,2.0,3.0,615.969
7836,2.0,5.0,1.0,2.0,2.0,3.0,685.386
7837,2.0,4.0,2.0,3.0,0.0,1.0,696.989
7838,1.0,5.0,1.0,2.0,0.0,1.0,609.156
7839,2.0,5.0,1.0,3.0,3.0,0.0,613.749
7840,2.0,5.0,1.0,2.0,3.0,3.0,670.386
7841,1.0,5.0,2.0,3.0,2.0,2.0,756.229
7842,2.0,5.0,1.0,3.0,2.0,0.0,628.749
7843,2.0,4.0,2.0,3.0,2.0,0.0,624.499
7844,1.0,3.0,1.0,2.0,2.0,1.0,443.156
7845,2.0,0.0,1.0,2.0,2.0,1.0,260.406
7846,2.0,4.0,1.0,3.0,3.0,3.0,673.219
7847,2.0,5.0,1.0,3.0,1.0,2.0,728.729
7848,1.0,1.0,1.0,3.0,2.0,0.0,335.499
7849,2.0,5.0,2.0,2.0,2.0,0.0,621.6659999999999
7850,2.0,0.0,2.0,2.0,1.0,2.0,381.646
7851,2.0,2.0,1.0,2.0,2.0,1.0,396.406
7852,2.0,0.0,2.0,3.0,3.0,0.0,337.499
7853,2.0,3.0,1.0,3.0,3.0,0.0,477.749
7854,2.0,5.0,1.0,1.0,2.0,1.0,529.573
7855,1.0,5.0,2.0,1.0,2.0,1.0,572.073
7856,1.0,2.0,1.0,1.0,0.0,3.0,419.303
7857,2.0,5.0,2.0,1.0,3.0,1.0,578.323
7858,1.0,4.0,1.0,1.0,1.0,2.0,497.813
7859,1.0,5.0,1.0,2.0,2.0,3.0,664.136
7860,2.0,0.0,1.0,3.0,2.0,3.0,416.21900000000005
7861,2.0,3.0,1.0,2.0,0.0,1.0,494.406
7862,2.0,5.0,1.0,1.0,3.0,0.0,472.08299999999997
7863,1.0,1.0,1.0,2.0,0.0,1.0,337.156
7864,2.0,5.0,2.0,3.0,2.0,2.0,777.479
7865,1.0,5.0,2.0,3.0,2.0,3.0,798.719
7866,2.0,2.0,2.0,3.0,1.0,2.0,588.479
7867,2.0,5.0,1.0,2.0,2.0,2.0,642.896
7868,1.0,5.0,2.0,2.0,2.0,1.0,642.906
7869,2.0,5.0,2.0,3.0,3.0,3.0,804.969
7870,2.0,0.0,2.0,1.0,3.0,1.0,238.323
7871,1.0,1.0,1.0,3.0,3.0,2.0,405.47900000000004
7872,2.0,1.0,2.0,2.0,0.0,1.0,422.156
7873,2.0,2.0,1.0,3.0,0.0,1.0,497.23900000000003
7874,2.0,5.0,1.0,3.0,3.0,1.0,656.239
7875,2.0,2.0,2.0,3.0,0.0,0.0,518.499
7876,2.0,1.0,2.0,1.0,2.0,2.0,363.813
7877,2.0,2.0,1.0,1.0,2.0,2.0,368.063
7878,2.0,0.0,1.0,3.0,1.0,2.0,388.72900000000004
7879,1.0,5.0,2.0,3.0,2.0,0.0,671.249
7880,2.0,5.0,1.0,3.0,0.0,2.0,743.729
7881,2.0,5.0,1.0,1.0,2.0,2.0,572.063
7882,2.0,5.0,1.0,2.0,2.0,1.0,600.406
7883,1.0,2.0,2.0,2.0,3.0,3.0,508.88599999999997
7884,2.0,1.0,1.0,3.0,3.0,1.0,384.23900000000003
7885,2.0,5.0,1.0,2.0,3.0,2.0,627.896
7886,1.0,2.0,1.0,3.0,2.0,3.0,530.969
7887,1.0,5.0,1.0,3.0,2.0,1.0,649.989
7888,2.0,5.0,1.0,2.0,3.0,2.0,627.896
7889,1.0,2.0,1.0,3.0,1.0,1.0,460.98900000000003
7890,2.0,0.0,2.0,3.0,3.0,1.0,379.98900000000003
7891,1.0,4.0,1.0,1.0,2.0,1.0,440.323
7892,2.0,0.0,1.0,3.0,2.0,1.0,331.23900000000003
7893,1.0,5.0,1.0,2.0,1.0,3.0,679.136
7894,1.0,1.0,1.0,3.0,2.0,0.0,335.499
7895,2.0,5.0,1.0,3.0,3.0,0.0,613.749
7896,1.0,5.0,1.0,3.0,1.0,3.0,749.969
7897,2.0,5.0,1.0,3.0,3.0,3.0,741.219
7898,2.0,5.0,1.0,2.0,3.0,3.0,670.386
7899,2.0,2.0,1.0,3.0,2.0,3.0,552.219
7900,1.0,5.0,1.0,2.0,0.0,0.0,566.6659999999999
7901,1.0,3.0,1.0,2.0,3.0,0.0,385.666
7902,1.0,5.0,1.0,3.0,3.0,1.0,634.989
7903,1.0,2.0,1.0,2.0,0.0,1.0,405.156
7904,2.0,5.0,1.0,3.0,2.0,1.0,671.239
7905,1.0,1.0,1.0,2.0,2.0,1.0,307.156
7906,2.0,4.0,2.0,3.0,1.0,3.0,766.969
7907,1.0,5.0,1.0,3.0,1.0,1.0,664.989
7908,2.0,2.0,1.0,1.0,3.0,2.0,353.063
7909,1.0,5.0,1.0,3.0,0.0,1.0,679.989
7910,1.0,5.0,1.0,1.0,2.0,2.0,550.813
7911,2.0,4.0,1.0,3.0,2.0,1.0,603.239
7912,2.0,0.0,2.0,3.0,2.0,1.0,394.98900000000003
7913,1.0,0.0,1.0,1.0,2.0,1.0,168.323
7914,2.0,5.0,1.0,2.0,1.0,1.0,615.406
7915,1.0,5.0,2.0,1.0,2.0,3.0,657.053
7916,2.0,5.0,1.0,3.0,3.0,1.0,656.239
7917,1.0,2.0,1.0,2.0,2.0,0.0,332.666
7918,2.0,4.0,1.0,2.0,1.0,1.0,547.406
7919,2.0,0.0,1.0,3.0,2.0,1.0,331.23900000000003
7920,1.0,1.0,1.0,2.0,2.0,2.0,349.646
7921,2.0,5.0,1.0,2.0,3.0,3.0,670.386
7922,2.0,5.0,2.0,2.0,3.0,2.0,691.646
7923,2.0,5.0,1.0,3.0,3.0,1.0,656.239
7924,2.0,5.0,1.0,2.0,3.0,2.0,627.896
7925,2.0,4.0,2.0,1.0,2.0,3.0,610.303
7926,1.0,0.0,2.0,2.0,1.0,0.0,275.416
7927,1.0,3.0,1.0,3.0,1.0,3.0,613.969
7928,1.0,5.0,1.0,3.0,3.0,0.0,592.499
7929,2.0,2.0,2.0,2.0,2.0,1.0,460.156
7930,2.0,5.0,2.0,3.0,1.0,1.0,749.989
7931,2.0,3.0,2.0,1.0,2.0,3.0,542.303
7932,2.0,0.0,1.0,3.0,3.0,1.0,316.23900000000003
7933,2.0,3.0,1.0,3.0,2.0,0.0,492.749
7934,2.0,2.0,1.0,2.0,1.0,1.0,411.406
7935,2.0,3.0,2.0,2.0,1.0,1.0,543.156
7936,2.0,3.0,2.0,1.0,3.0,1.0,442.323
7937,2.0,2.0,2.0,1.0,2.0,2.0,431.813
7938,2.0,5.0,1.0,3.0,1.0,1.0,686.239
7939,1.0,4.0,1.0,1.0,3.0,1.0,425.323
7940,1.0,2.0,1.0,2.0,1.0,2.0,432.646
7941,1.0,2.0,1.0,3.0,3.0,1.0,430.98900000000003
7942,2.0,4.0,2.0,1.0,0.0,1.0,555.323
7943,2.0,5.0,1.0,1.0,2.0,0.0,487.08299999999997
7944,2.0,5.0,1.0,2.0,3.0,2.0,627.896
7945,1.0,5.0,1.0,2.0,3.0,1.0,564.156
7946,2.0,1.0,2.0,2.0,2.0,1.0,392.156
7947,1.0,0.0,1.0,2.0,1.0,0.0,211.666
7948,1.0,5.0,2.0,2.0,2.0,1.0,642.906
7949,2.0,5.0,1.0,3.0,2.0,0.0,628.749
7950,1.0,5.0,1.0,3.0,0.0,1.0,679.989
7951,1.0,5.0,1.0,3.0,3.0,1.0,634.989
7952,1.0,0.0,1.0,2.0,2.0,1.0,239.156
7953,1.0,2.0,1.0,2.0,0.0,1.0,405.156
7954,2.0,2.0,1.0,2.0,2.0,3.0,481.38599999999997
7955,2.0,5.0,2.0,3.0,0.0,2.0,807.479
7956,2.0,0.0,1.0,1.0,2.0,2.0,232.063
7957,2.0,4.0,1.0,3.0,0.0,3.0,718.219
7958,1.0,4.0,2.0,3.0,3.0,1.0,630.739
7959,1.0,3.0,2.0,1.0,2.0,1.0,436.073
7960,1.0,3.0,1.0,1.0,3.0,1.0,357.323
7961,2.0,0.0,2.0,3.0,2.0,3.0,479.96900000000005
7962,2.0,5.0,1.0,3.0,3.0,0.0,613.749
7963,2.0,3.0,2.0,2.0,0.0,0.0,515.6659999999999
7964,1.0,1.0,1.0,3.0,3.0,1.0,362.98900000000003
7965,2.0,5.0,2.0,2.0,3.0,0.0,606.6659999999999
7966,1.0,0.0,2.0,2.0,1.0,1.0,317.906
7967,2.0,5.0,1.0,1.0,0.0,0.0,517.083
7968,1.0,3.0,1.0,3.0,1.0,1.0,528.989
7969,1.0,0.0,1.0,1.0,2.0,1.0,168.323
7970,2.0,5.0,1.0,2.0,2.0,1.0,600.406
7971,2.0,1.0,1.0,3.0,3.0,2.0,426.72900000000004
7972,2.0,5.0,2.0,3.0,3.0,1.0,719.989
7973,1.0,3.0,1.0,2.0,1.0,0.0,415.666
7974,1.0,5.0,1.0,3.0,2.0,0.0,607.499
7975,1.0,4.0,1.0,1.0,3.0,1.0,425.323
7976,1.0,2.0,2.0,1.0,2.0,0.0,325.58299999999997
7977,2.0,5.0,1.0,3.0,0.0,2.0,743.729
7978,2.0,5.0,1.0,2.0,1.0,1.0,615.406
7979,1.0,4.0,2.0,2.0,2.0,0.0,532.4159999999999
7980,2.0,3.0,1.0,1.0,3.0,3.0,463.553
7981,1.0,1.0,1.0,3.0,0.0,3.0,492.96900000000005
7982,2.0,2.0,1.0,3.0,3.0,1.0,452.23900000000003
7983,1.0,5.0,1.0,2.0,2.0,1.0,579.156
7984,2.0,5.0,1.0,1.0,1.0,1.0,544.573
7985,2.0,4.0,2.0,3.0,2.0,0.0,624.499
7986,2.0,4.0,2.0,3.0,2.0,1.0,666.989
7987,1.0,5.0,1.0,2.0,1.0,1.0,594.156
7988,1.0,3.0,1.0,3.0,1.0,1.0,528.989
7989,2.0,2.0,1.0,3.0,2.0,0.0,424.749
7990,1.0,5.0,1.0,3.0,3.0,0.0,592.499
7991,1.0,0.0,1.0,2.0,1.0,3.0,339.13599999999997
7992,1.0,2.0,2.0,3.0,3.0,1.0,494.73900000000003
7993,2.0,5.0,1.0,1.0,0.0,3.0,644.553
7994,1.0,3.0,2.0,2.0,0.0,2.0,579.396
7995,2.0,2.0,1.0,2.0,1.0,1.0,411.406
7996,1.0,2.0,2.0,3.0,2.0,1.0,509.73900000000003
7997,2.0,1.0,1.0,1.0,1.0,3.0,357.553
7998,2.0,5.0,1.0,2.0,2.0,3.0,685.386
7999,1.0,3.0,2.0,3.0,2.0,1.0,577.739
8000,2.0,0.0,2.0,3.0,2.0,1.0,394.98900000000003
8001,1.0,0.0,2.0,3.0,3.0,0.0,316.249
8002,1.0,5.0,1.0,3.0,3.0,0.0,592.499
8003,1.0,0.0,1.0,3.0,0.0,3.0,424.96900000000005
8004,1.0,5.0,1.0,3.0,3.0,1.0,634.989
8005,1.0,5.0,1.0,1.0,1.0,3.0,608.303
8006,2.0,2.0,1.0,3.0,1.0,2.0,524.729
8007,2.0,3.0,2.0,3.0,2.0,0.0,556.499
8008,1.0,0.0,1.0,3.0,3.0,0.0,252.499
8009,2.0,4.0,2.0,2.0,1.0,0.0,568.6659999999999
8010,2.0,3.0,1.0,2.0,2.0,3.0,549.386
8011,2.0,5.0,1.0,2.0,2.0,0.0,557.9159999999999
8012,2.0,5.0,1.0,2.0,2.0,2.0,642.896
8013,2.0,2.0,1.0,1.0,2.0,1.0,325.573
8014,2.0,5.0,2.0,2.0,1.0,0.0,636.6659999999999
8015,1.0,4.0,1.0,3.0,1.0,2.0,639.479
8016,2.0,0.0,2.0,1.0,3.0,2.0,280.813
8017,1.0,5.0,2.0,3.0,0.0,1.0,743.739
8018,2.0,1.0,2.0,2.0,3.0,0.0,334.666
8019,2.0,1.0,1.0,3.0,1.0,2.0,456.72900000000004
8020,1.0,5.0,1.0,3.0,2.0,1.0,649.989
8021,2.0,5.0,2.0,2.0,1.0,1.0,679.156
8022,1.0,3.0,1.0,3.0,1.0,0.0,486.499
8023,2.0,2.0,1.0,3.0,2.0,2.0,509.72900000000004
8024,2.0,5.0,1.0,2.0,2.0,1.0,600.406
8025,2.0,3.0,2.0,2.0,0.0,0.0,515.6659999999999
8026,2.0,5.0,1.0,2.0,1.0,1.0,615.406
8027,1.0,0.0,2.0,2.0,3.0,3.0,372.88599999999997
8028,1.0,2.0,1.0,2.0,2.0,1.0,375.156
8029,1.0,0.0,2.0,2.0,2.0,0.0,260.416
8030,1.0,4.0,1.0,1.0,2.0,0.0,397.83299999999997
8031,1.0,5.0,1.0,1.0,3.0,3.0,578.303
8032,2.0,5.0,1.0,3.0,0.0,2.0,743.729
8033,2.0,4.0,1.0,2.0,1.0,2.0,589.896
8034,2.0,5.0,1.0,2.0,1.0,1.0,615.406
8035,2.0,5.0,1.0,3.0,2.0,1.0,671.239
8036,1.0,0.0,1.0,3.0,2.0,1.0,309.98900000000003
8037,2.0,0.0,2.0,3.0,3.0,3.0,464.96900000000005
8038,1.0,5.0,1.0,3.0,2.0,1.0,649.989
8039,1.0,0.0,1.0,3.0,0.0,1.0,339.98900000000003
8040,2.0,5.0,1.0,1.0,2.0,0.0,487.08299999999997
8041,1.0,5.0,1.0,2.0,1.0,0.0,551.6659999999999
8042,1.0,3.0,1.0,1.0,3.0,1.0,357.323
8043,2.0,2.0,1.0,2.0,0.0,1.0,426.406
8044,2.0,5.0,1.0,1.0,2.0,1.0,529.573
8045,2.0,3.0,1.0,3.0,2.0,1.0,535.239
8046,2.0,5.0,1.0,3.0,2.0,2.0,713.729
8047,1.0,1.0,2.0,1.0,1.0,1.0,315.073
8048,2.0,3.0,1.0,1.0,1.0,2.0,451.063
8049,2.0,1.0,2.0,3.0,3.0,2.0,490.47900000000004
8050,2.0,5.0,1.0,3.0,2.0,3.0,756.219
8051,2.0,4.0,1.0,3.0,0.0,0.0,590.749
8052,2.0,1.0,1.0,1.0,3.0,1.0,242.573
8053,2.0,2.0,1.0,3.0,2.0,1.0,467.23900000000003
8054,1.0,5.0,1.0,3.0,2.0,1.0,649.989
8055,2.0,5.0,2.0,3.0,0.0,2.0,807.479
8056,1.0,2.0,1.0,1.0,3.0,1.0,289.323
8057,1.0,0.0,2.0,3.0,2.0,2.0,416.22900000000004
8058,2.0,5.0,1.0,3.0,1.0,1.0,686.239
8059,2.0,1.0,1.0,3.0,2.0,1.0,399.23900000000003
8060,1.0,0.0,1.0,2.0,2.0,1.0,239.156
8061,2.0,0.0,1.0,1.0,3.0,2.0,217.063
8062,1.0,5.0,1.0,2.0,1.0,0.0,551.6659999999999
8063,1.0,3.0,1.0,3.0,0.0,0.0,501.499
8064,1.0,5.0,2.0,1.0,2.0,3.0,657.053
8065,1.0,5.0,1.0,3.0,1.0,2.0,707.479
8066,2.0,5.0,2.0,2.0,3.0,2.0,691.646
8067,1.0,5.0,1.0,1.0,3.0,2.0,535.813
8068,2.0,5.0,1.0,1.0,1.0,3.0,629.553
8069,1.0,5.0,2.0,3.0,0.0,3.0,828.719
8070,1.0,0.0,2.0,3.0,2.0,1.0,373.73900000000003
8071,2.0,1.0,1.0,2.0,3.0,3.0,398.38599999999997
8072,1.0,5.0,1.0,2.0,3.0,1.0,564.156
8073,2.0,5.0,1.0,2.0,3.0,1.0,585.406
8074,2.0,2.0,2.0,3.0,2.0,2.0,573.479
8075,1.0,5.0,1.0,1.0,2.0,3.0,593.303
8076,2.0,0.0,1.0,2.0,0.0,2.0,332.896
8077,2.0,5.0,2.0,1.0,2.0,1.0,593.323
8078,2.0,5.0,2.0,2.0,2.0,2.0,706.646
8079,2.0,0.0,1.0,3.0,2.0,1.0,331.23900000000003
8080,2.0,5.0,1.0,3.0,2.0,3.0,756.219
8081,1.0,1.0,2.0,2.0,2.0,0.0,328.416
8082,2.0,5.0,1.0,3.0,3.0,2.0,698.729
8083,1.0,0.0,1.0,3.0,2.0,1.0,309.98900000000003
8084,1.0,5.0,2.0,2.0,0.0,3.0,757.886
8085,1.0,0.0,1.0,1.0,2.0,1.0,168.323
8086,1.0,0.0,1.0,2.0,1.0,1.0,254.156
8087,2.0,2.0,1.0,1.0,2.0,0.0,283.08299999999997
8088,1.0,4.0,1.0,1.0,2.0,1.0,440.323
8089,2.0,5.0,1.0,2.0,2.0,3.0,685.386
8090,2.0,1.0,1.0,3.0,2.0,3.0,484.21900000000005
8091,1.0,4.0,2.0,2.0,3.0,1.0,559.906
8092,1.0,5.0,1.0,3.0,3.0,0.0,592.499
8093,1.0,2.0,1.0,1.0,2.0,0.0,261.83299999999997
8094,2.0,5.0,2.0,3.0,2.0,2.0,777.479
8095,1.0,5.0,1.0,3.0,2.0,1.0,649.989
8096,1.0,5.0,1.0,2.0,2.0,2.0,621.646
8097,1.0,1.0,2.0,1.0,0.0,3.0,415.053
8098,1.0,4.0,1.0,2.0,1.0,1.0,526.156
8099,2.0,5.0,2.0,3.0,1.0,0.0,707.499
8100,2.0,5.0,1.0,2.0,2.0,1.0,600.406
8101,1.0,5.0,1.0,3.0,2.0,1.0,649.989
8102,1.0,5.0,1.0,1.0,2.0,1.0,508.323
8103,1.0,5.0,1.0,3.0,0.0,1.0,679.989
8104,2.0,5.0,1.0,2.0,3.0,3.0,670.386
