,usia,econ,pekerjaan,pinjaman ke,telat bayar,donasi,score
8414,2.0,5.0,1.0,3.0,0.0,1.0,701.239
8415,1.0,1.0,2.0,3.0,2.0,0.0,392.029
8416,1.0,5.0,1.0,2.0,2.0,0.0,529.4459999999999
8417,2.0,5.0,1.0,1.0,2.0,1.0,522.353
8418,2.0,1.0,1.0,1.0,2.0,0.0,207.863
8419,1.0,5.0,1.0,3.0,2.0,0.0,600.279
8420,2.0,0.0,1.0,3.0,3.0,1.0,305.409
8421,2.0,3.0,1.0,2.0,2.0,1.0,457.186
8422,2.0,0.0,2.0,1.0,2.0,3.0,331.08299999999997
8423,1.0,5.0,1.0,1.0,2.0,2.0,543.593
8424,2.0,0.0,2.0,1.0,3.0,2.0,269.983
8425,1.0,2.0,1.0,2.0,0.0,1.0,405.156
8426,2.0,0.0,1.0,2.0,2.0,0.0,210.696
8427,2.0,4.0,2.0,2.0,3.0,2.0,612.816
8428,2.0,2.0,1.0,3.0,2.0,0.0,417.529
8429,2.0,2.0,1.0,2.0,2.0,0.0,346.696
8430,2.0,5.0,2.0,3.0,3.0,3.0,794.139
8431,2.0,5.0,1.0,2.0,1.0,0.0,569.306
8432,1.0,2.0,1.0,3.0,2.0,3.0,523.749
8433,2.0,5.0,1.0,1.0,3.0,3.0,588.7230000000001
8434,1.0,5.0,1.0,3.0,2.0,1.0,642.769
8435,1.0,4.0,2.0,2.0,2.0,0.0,525.1959999999999
8436,1.0,5.0,1.0,3.0,1.0,0.0,618.889
8437,2.0,5.0,2.0,1.0,2.0,1.0,586.103
8438,2.0,5.0,1.0,1.0,2.0,1.0,522.353
8439,1.0,5.0,1.0,1.0,0.0,0.0,495.83299999999997
8440,2.0,5.0,2.0,3.0,1.0,2.0,788.869
8441,2.0,5.0,1.0,1.0,0.0,1.0,559.573
8442,2.0,3.0,1.0,2.0,2.0,1.0,457.186
8443,1.0,0.0,1.0,3.0,2.0,2.0,345.259
8444,1.0,1.0,1.0,1.0,2.0,2.0,271.593
8445,1.0,2.0,1.0,2.0,0.0,3.0,490.13599999999997
8446,1.0,3.0,1.0,2.0,2.0,3.0,520.916
8447,1.0,1.0,1.0,3.0,2.0,3.0,455.749
8448,2.0,5.0,1.0,1.0,2.0,2.0,564.843
8449,2.0,5.0,2.0,3.0,2.0,1.0,727.769
8450,1.0,2.0,1.0,2.0,3.0,2.0,391.81600000000003
8451,1.0,5.0,1.0,3.0,0.0,1.0,679.989
8452,2.0,1.0,2.0,2.0,3.0,3.0,451.30600000000004
8453,2.0,5.0,1.0,3.0,3.0,3.0,730.389
8454,1.0,1.0,1.0,1.0,1.0,3.0,332.693
8455,2.0,2.0,1.0,2.0,0.0,1.0,426.406
8456,1.0,1.0,1.0,3.0,2.0,1.0,370.769
8457,1.0,3.0,1.0,3.0,2.0,0.0,464.279
8458,2.0,0.0,1.0,2.0,1.0,1.0,271.796
8459,2.0,0.0,2.0,1.0,0.0,1.0,283.323
8460,2.0,5.0,1.0,3.0,1.0,0.0,640.139
8461,1.0,5.0,1.0,3.0,0.0,1.0,679.989
8462,1.0,5.0,1.0,3.0,3.0,1.0,624.159
8463,1.0,2.0,1.0,3.0,3.0,2.0,462.649
8464,2.0,2.0,1.0,3.0,3.0,1.0,441.409
8465,1.0,3.0,1.0,3.0,0.0,2.0,586.479
8466,1.0,5.0,2.0,2.0,2.0,2.0,678.1759999999999
8467,2.0,0.0,1.0,2.0,2.0,1.0,253.186
8468,2.0,3.0,2.0,2.0,2.0,1.0,520.9359999999999
8469,2.0,2.0,1.0,1.0,3.0,0.0,257.25300000000004
8470,1.0,2.0,1.0,3.0,2.0,0.0,396.279
8471,1.0,5.0,1.0,2.0,3.0,2.0,595.816
8472,1.0,0.0,1.0,2.0,2.0,1.0,231.936
8473,1.0,1.0,2.0,3.0,2.0,3.0,519.499
8474,2.0,5.0,1.0,2.0,1.0,3.0,696.7760000000001
8475,2.0,2.0,2.0,2.0,0.0,1.0,490.156
8476,1.0,5.0,1.0,1.0,2.0,1.0,501.10299999999995
8477,2.0,2.0,1.0,3.0,3.0,3.0,526.389
8478,2.0,5.0,1.0,2.0,2.0,1.0,593.1859999999999
8479,2.0,5.0,1.0,2.0,1.0,2.0,654.2860000000001
8480,1.0,2.0,1.0,2.0,3.0,3.0,434.30600000000004
8481,1.0,2.0,1.0,2.0,2.0,0.0,325.446
8482,2.0,5.0,1.0,2.0,3.0,2.0,617.066
8483,2.0,4.0,1.0,3.0,0.0,1.0,633.239
8484,2.0,5.0,2.0,3.0,2.0,0.0,685.279
8485,1.0,0.0,1.0,2.0,2.0,1.0,231.936
8486,1.0,5.0,2.0,2.0,1.0,0.0,611.806
8487,1.0,5.0,1.0,3.0,2.0,0.0,600.279
8488,1.0,5.0,2.0,2.0,3.0,2.0,659.566
8489,2.0,5.0,1.0,2.0,2.0,2.0,635.6759999999999
8490,2.0,0.0,1.0,3.0,0.0,2.0,403.72900000000004
8491,1.0,2.0,2.0,3.0,2.0,1.0,502.519
8492,2.0,1.0,1.0,1.0,3.0,2.0,274.233
8493,2.0,1.0,1.0,1.0,3.0,1.0,231.743
8494,1.0,5.0,1.0,2.0,0.0,2.0,651.646
8495,1.0,4.0,1.0,3.0,2.0,3.0,659.749
8496,1.0,4.0,2.0,2.0,1.0,2.0,628.7860000000001
8497,2.0,2.0,1.0,3.0,2.0,0.0,417.529
8498,2.0,2.0,1.0,2.0,1.0,1.0,407.796
8499,2.0,1.0,1.0,3.0,2.0,0.0,349.529
8500,1.0,4.0,1.0,3.0,0.0,1.0,611.989
8501,1.0,0.0,1.0,2.0,2.0,3.0,316.916
8502,1.0,5.0,2.0,2.0,2.0,0.0,593.1959999999999
8503,2.0,4.0,1.0,1.0,1.0,3.0,557.943
8504,2.0,4.0,2.0,3.0,2.0,0.0,617.279
8505,1.0,2.0,2.0,2.0,1.0,1.0,450.296
8506,2.0,5.0,2.0,3.0,3.0,1.0,709.159
8507,2.0,5.0,2.0,2.0,3.0,0.0,595.836
8508,2.0,5.0,1.0,2.0,3.0,0.0,532.086
8509,2.0,3.0,1.0,3.0,2.0,3.0,612.999
8510,1.0,5.0,2.0,2.0,2.0,1.0,635.6859999999999
8511,2.0,5.0,1.0,3.0,2.0,3.0,748.999
8512,1.0,0.0,1.0,1.0,3.0,0.0,100.003
8513,2.0,2.0,1.0,3.0,2.0,0.0,417.529
8514,1.0,5.0,2.0,2.0,0.0,2.0,715.396
8515,2.0,5.0,1.0,2.0,2.0,3.0,678.1659999999999
8516,1.0,0.0,1.0,3.0,2.0,1.0,302.769
8517,1.0,3.0,1.0,2.0,2.0,0.0,393.446
8518,2.0,3.0,1.0,3.0,2.0,0.0,485.529
8519,2.0,5.0,2.0,1.0,1.0,3.0,689.693
8520,2.0,2.0,2.0,3.0,1.0,1.0,542.379
8521,2.0,5.0,1.0,3.0,2.0,3.0,748.999
8522,1.0,5.0,1.0,2.0,3.0,0.0,510.836
8523,2.0,0.0,2.0,3.0,2.0,2.0,430.259
8524,2.0,5.0,1.0,3.0,2.0,1.0,664.019
8525,2.0,5.0,1.0,2.0,3.0,1.0,574.576
8526,1.0,2.0,2.0,1.0,0.0,0.0,355.58299999999997
8527,2.0,1.0,2.0,3.0,2.0,1.0,455.769
8528,2.0,5.0,2.0,3.0,1.0,1.0,746.379
8529,2.0,5.0,1.0,1.0,2.0,0.0,479.86299999999994
8530,1.0,3.0,1.0,3.0,0.0,1.0,543.989
8531,1.0,0.0,1.0,3.0,3.0,0.0,241.66899999999998
8532,2.0,5.0,1.0,3.0,2.0,2.0,706.509
8533,2.0,2.0,1.0,3.0,3.0,2.0,483.899
8534,1.0,4.0,2.0,3.0,2.0,1.0,638.519
8535,2.0,0.0,1.0,1.0,3.0,1.0,163.743
8536,2.0,4.0,2.0,2.0,3.0,3.0,655.306
8537,1.0,2.0,2.0,2.0,2.0,2.0,474.17600000000004
8538,2.0,5.0,1.0,2.0,3.0,1.0,574.576
8539,2.0,3.0,1.0,3.0,1.0,0.0,504.139
8540,2.0,5.0,1.0,1.0,2.0,0.0,479.86299999999994
8541,2.0,4.0,1.0,3.0,2.0,2.0,638.509
8542,2.0,5.0,1.0,1.0,3.0,1.0,503.74300000000005
8543,1.0,5.0,1.0,3.0,2.0,2.0,685.259
8544,2.0,2.0,1.0,2.0,3.0,3.0,455.55600000000004
8545,2.0,0.0,1.0,3.0,3.0,2.0,347.899
8546,2.0,3.0,1.0,2.0,2.0,2.0,499.676
8547,2.0,5.0,1.0,3.0,3.0,3.0,730.389
8548,1.0,3.0,2.0,1.0,3.0,1.0,410.24300000000005
8549,2.0,5.0,1.0,3.0,0.0,2.0,743.729
8550,1.0,5.0,2.0,3.0,2.0,3.0,791.499
8551,2.0,0.0,1.0,2.0,3.0,2.0,277.06600000000003
8552,2.0,5.0,2.0,2.0,3.0,2.0,680.816
8553,2.0,2.0,2.0,2.0,3.0,2.0,476.81600000000003
8554,1.0,5.0,1.0,2.0,2.0,0.0,529.4459999999999
8555,2.0,3.0,1.0,1.0,2.0,3.0,471.33299999999997
8556,1.0,5.0,2.0,3.0,2.0,0.0,664.029
8557,2.0,5.0,2.0,3.0,0.0,1.0,764.989
8558,2.0,3.0,1.0,2.0,0.0,0.0,451.916
8559,1.0,5.0,2.0,3.0,2.0,3.0,791.499
8560,1.0,2.0,1.0,2.0,3.0,3.0,434.30600000000004
8561,1.0,5.0,1.0,2.0,0.0,0.0,566.6659999999999
8562,2.0,5.0,1.0,1.0,3.0,3.0,588.7230000000001
8563,2.0,0.0,1.0,3.0,2.0,1.0,324.019
8564,1.0,5.0,1.0,3.0,2.0,3.0,727.749
8565,1.0,4.0,1.0,3.0,2.0,1.0,574.769
8566,1.0,0.0,1.0,1.0,3.0,2.0,184.983
8567,1.0,5.0,1.0,2.0,3.0,3.0,638.306
8568,2.0,4.0,1.0,2.0,0.0,0.0,519.9159999999999
8569,1.0,0.0,1.0,2.0,0.0,1.0,269.156
8570,2.0,4.0,1.0,3.0,3.0,3.0,662.389
8571,1.0,5.0,1.0,3.0,3.0,1.0,624.159
8572,2.0,1.0,1.0,3.0,2.0,0.0,349.529
8573,2.0,5.0,2.0,3.0,2.0,1.0,727.769
8574,2.0,5.0,2.0,2.0,1.0,1.0,675.546
8575,1.0,4.0,1.0,2.0,3.0,2.0,527.816
8576,2.0,5.0,2.0,3.0,3.0,1.0,709.159
8577,2.0,2.0,2.0,2.0,3.0,3.0,519.306
8578,2.0,5.0,1.0,1.0,3.0,2.0,546.2330000000001
8579,2.0,5.0,1.0,3.0,2.0,1.0,664.019
8580,1.0,0.0,2.0,2.0,3.0,0.0,234.586
8581,1.0,3.0,2.0,1.0,3.0,1.0,410.24300000000005
8582,1.0,4.0,2.0,3.0,3.0,2.0,662.399
8583,2.0,2.0,1.0,2.0,2.0,0.0,346.696
8584,2.0,5.0,2.0,2.0,0.0,2.0,736.646
8585,1.0,5.0,2.0,1.0,1.0,0.0,540.973
8586,1.0,5.0,1.0,3.0,2.0,3.0,727.749
8587,1.0,5.0,2.0,3.0,2.0,3.0,791.499
8588,2.0,5.0,2.0,2.0,1.0,1.0,675.546
8589,2.0,5.0,2.0,3.0,0.0,3.0,849.969
8590,1.0,1.0,1.0,2.0,3.0,3.0,366.30600000000004
8591,1.0,2.0,1.0,3.0,3.0,1.0,420.159
8592,2.0,0.0,1.0,3.0,2.0,1.0,324.019
8593,2.0,5.0,2.0,3.0,0.0,2.0,807.479
8594,2.0,0.0,2.0,1.0,3.0,1.0,227.493
8595,2.0,5.0,1.0,2.0,2.0,2.0,635.6759999999999
8596,2.0,5.0,1.0,3.0,2.0,1.0,664.019
8597,2.0,2.0,2.0,1.0,3.0,3.0,448.47300000000007
8598,1.0,0.0,1.0,2.0,0.0,3.0,354.13599999999997
8599,1.0,5.0,1.0,3.0,2.0,3.0,727.749
8600,2.0,0.0,1.0,3.0,3.0,1.0,305.409
8601,2.0,3.0,1.0,3.0,2.0,1.0,528.019
8602,2.0,2.0,2.0,2.0,3.0,0.0,391.836
8603,1.0,2.0,2.0,3.0,1.0,1.0,521.129
8604,2.0,2.0,2.0,3.0,2.0,3.0,608.749
8605,1.0,5.0,1.0,3.0,2.0,1.0,642.769
8606,1.0,4.0,2.0,3.0,3.0,1.0,619.909
8607,1.0,5.0,2.0,2.0,2.0,1.0,635.6859999999999
8608,2.0,5.0,1.0,1.0,3.0,0.0,461.25300000000004
8609,2.0,0.0,1.0,2.0,2.0,1.0,253.186
8610,1.0,0.0,2.0,2.0,3.0,2.0,319.56600000000003
8611,2.0,0.0,1.0,3.0,2.0,3.0,408.999
8612,2.0,3.0,1.0,2.0,0.0,1.0,494.406
8613,2.0,5.0,1.0,2.0,2.0,2.0,635.6759999999999
8614,1.0,2.0,1.0,2.0,2.0,2.0,410.42600000000004
8615,1.0,4.0,1.0,1.0,3.0,3.0,499.47300000000007
8616,1.0,4.0,2.0,2.0,2.0,2.0,610.1759999999999
8617,2.0,5.0,1.0,2.0,2.0,2.0,635.6759999999999
8618,2.0,2.0,1.0,3.0,2.0,3.0,544.999
8619,2.0,3.0,1.0,1.0,0.0,3.0,508.553
8620,1.0,3.0,2.0,2.0,1.0,2.0,560.786
8621,2.0,5.0,2.0,2.0,3.0,2.0,680.816
8622,1.0,0.0,1.0,3.0,1.0,1.0,321.379
8623,2.0,5.0,2.0,2.0,3.0,0.0,595.836
8624,2.0,0.0,1.0,3.0,2.0,2.0,366.509
8625,1.0,3.0,1.0,3.0,3.0,1.0,488.159
8626,1.0,4.0,1.0,2.0,2.0,0.0,461.44599999999997
8627,1.0,0.0,1.0,1.0,2.0,1.0,161.103
8628,2.0,5.0,1.0,3.0,2.0,2.0,706.509
8629,1.0,3.0,1.0,3.0,0.0,3.0,628.969
8630,1.0,3.0,1.0,2.0,2.0,1.0,435.93600000000004
8631,1.0,5.0,1.0,3.0,1.0,1.0,661.379
8632,2.0,2.0,1.0,3.0,2.0,0.0,417.529
8633,2.0,1.0,1.0,2.0,3.0,2.0,345.06600000000003
8634,1.0,3.0,1.0,3.0,3.0,3.0,573.139
8635,2.0,4.0,1.0,2.0,2.0,1.0,525.1859999999999
8636,2.0,4.0,1.0,1.0,2.0,3.0,539.333
8637,2.0,5.0,2.0,3.0,0.0,0.0,722.499
8638,1.0,0.0,1.0,3.0,2.0,1.0,302.769
8639,2.0,4.0,1.0,3.0,3.0,1.0,577.409
8640,1.0,4.0,1.0,1.0,3.0,3.0,499.47300000000007
8641,2.0,3.0,2.0,3.0,2.0,2.0,634.259
8642,1.0,1.0,2.0,3.0,2.0,1.0,434.519
8643,2.0,0.0,1.0,1.0,2.0,1.0,182.353
8644,2.0,4.0,1.0,1.0,2.0,1.0,454.35299999999995
8645,2.0,3.0,1.0,1.0,0.0,1.0,423.573
8646,2.0,5.0,1.0,2.0,2.0,3.0,678.1659999999999
8647,2.0,2.0,1.0,2.0,1.0,1.0,407.796
8648,1.0,2.0,2.0,1.0,2.0,1.0,360.853
8649,1.0,5.0,1.0,3.0,2.0,2.0,685.259
8650,2.0,2.0,2.0,1.0,2.0,1.0,382.10299999999995
8651,2.0,1.0,1.0,3.0,1.0,3.0,495.60900000000004
8652,2.0,5.0,1.0,1.0,3.0,3.0,588.7230000000001
8653,2.0,3.0,1.0,2.0,1.0,0.0,433.306
8654,2.0,2.0,2.0,2.0,2.0,1.0,452.936
8655,2.0,2.0,2.0,2.0,0.0,3.0,575.136
8656,1.0,3.0,2.0,3.0,0.0,0.0,565.249
8657,2.0,5.0,2.0,2.0,3.0,0.0,595.836
8658,1.0,1.0,2.0,3.0,0.0,1.0,471.73900000000003
8659,2.0,5.0,1.0,3.0,3.0,0.0,602.919
8660,2.0,5.0,1.0,2.0,3.0,1.0,574.576
8661,1.0,5.0,1.0,1.0,3.0,2.0,524.9830000000001
8662,2.0,4.0,2.0,3.0,2.0,2.0,702.259
8663,1.0,5.0,2.0,2.0,2.0,0.0,593.1959999999999
8664,1.0,2.0,2.0,1.0,2.0,1.0,360.853
8665,1.0,5.0,2.0,3.0,0.0,3.0,828.719
8666,2.0,1.0,1.0,3.0,2.0,0.0,349.529
8667,1.0,5.0,1.0,2.0,2.0,2.0,614.4259999999999
8668,1.0,5.0,1.0,3.0,3.0,1.0,624.159
8669,2.0,5.0,1.0,2.0,1.0,0.0,569.306
8670,2.0,5.0,1.0,1.0,2.0,3.0,607.333
8671,2.0,1.0,1.0,2.0,3.0,0.0,260.086
8672,1.0,5.0,1.0,3.0,1.0,0.0,618.889
8673,2.0,4.0,1.0,2.0,2.0,0.0,482.69599999999997
8674,2.0,5.0,2.0,3.0,2.0,1.0,727.769
8675,1.0,5.0,1.0,3.0,1.0,1.0,661.379
8676,1.0,1.0,2.0,1.0,3.0,1.0,274.243
8677,1.0,5.0,2.0,3.0,0.0,1.0,743.739
8678,1.0,4.0,1.0,3.0,0.0,3.0,696.969
8679,2.0,3.0,2.0,1.0,0.0,1.0,487.323
8680,2.0,0.0,1.0,3.0,2.0,2.0,366.509
8681,1.0,5.0,1.0,2.0,2.0,2.0,614.4259999999999
8682,1.0,4.0,2.0,3.0,3.0,0.0,577.419
8683,1.0,0.0,1.0,3.0,2.0,3.0,387.749
8684,1.0,5.0,2.0,2.0,2.0,2.0,678.1759999999999
8685,2.0,5.0,1.0,3.0,2.0,0.0,621.529
8686,1.0,5.0,2.0,1.0,2.0,1.0,564.853
8687,2.0,0.0,1.0,3.0,2.0,2.0,366.509
8688,2.0,5.0,1.0,1.0,3.0,1.0,503.74300000000005
8689,1.0,5.0,2.0,3.0,2.0,2.0,749.009
8690,2.0,5.0,1.0,3.0,1.0,1.0,682.629
8691,2.0,5.0,1.0,2.0,1.0,1.0,611.796
8692,2.0,3.0,1.0,3.0,3.0,0.0,466.919
8693,2.0,3.0,1.0,2.0,2.0,2.0,499.676
8694,1.0,5.0,1.0,2.0,2.0,0.0,529.4459999999999
8695,2.0,5.0,1.0,3.0,2.0,3.0,748.999
8696,2.0,5.0,1.0,3.0,2.0,0.0,621.529
8697,1.0,4.0,2.0,2.0,2.0,2.0,610.1759999999999
8698,2.0,2.0,1.0,1.0,3.0,2.0,342.23300000000006
8699,1.0,2.0,2.0,2.0,2.0,0.0,389.196
8700,1.0,1.0,1.0,1.0,2.0,1.0,229.103
8701,2.0,4.0,1.0,3.0,3.0,0.0,534.919
8702,1.0,3.0,1.0,2.0,3.0,0.0,374.836
8703,1.0,4.0,1.0,1.0,0.0,3.0,555.303
8704,1.0,0.0,2.0,2.0,2.0,3.0,380.666
8705,2.0,3.0,1.0,3.0,0.0,3.0,650.219
8706,1.0,1.0,1.0,3.0,2.0,3.0,455.749
8707,2.0,2.0,1.0,2.0,3.0,0.0,328.086
8708,1.0,3.0,1.0,2.0,3.0,1.0,417.326
8709,2.0,4.0,1.0,1.0,0.0,1.0,491.573
8710,2.0,1.0,2.0,3.0,2.0,1.0,455.769
8711,2.0,0.0,2.0,2.0,2.0,3.0,401.91600000000005
8712,2.0,5.0,1.0,2.0,3.0,0.0,532.086
8713,1.0,5.0,1.0,1.0,1.0,1.0,519.713
8714,1.0,3.0,1.0,2.0,2.0,3.0,520.916
8715,2.0,2.0,1.0,3.0,2.0,0.0,417.529
8716,2.0,1.0,1.0,1.0,3.0,0.0,189.253
8717,2.0,5.0,1.0,2.0,0.0,3.0,715.386
8718,2.0,2.0,2.0,2.0,2.0,0.0,410.44599999999997
8719,1.0,5.0,2.0,1.0,0.0,1.0,602.073
8720,2.0,5.0,1.0,2.0,2.0,2.0,635.6759999999999
8721,1.0,3.0,1.0,1.0,1.0,1.0,383.71299999999997
8722,1.0,0.0,2.0,1.0,2.0,2.0,267.343
8723,1.0,3.0,2.0,2.0,3.0,1.0,481.076
8724,1.0,4.0,2.0,2.0,2.0,1.0,567.6859999999999
8725,2.0,5.0,1.0,3.0,1.0,0.0,640.139
8726,2.0,0.0,2.0,2.0,1.0,1.0,335.546
8727,2.0,2.0,1.0,2.0,1.0,2.0,450.286
8728,1.0,5.0,2.0,2.0,2.0,1.0,635.6859999999999
8729,2.0,1.0,2.0,2.0,1.0,1.0,403.546
8730,1.0,0.0,2.0,3.0,2.0,1.0,366.519
8731,1.0,5.0,1.0,2.0,3.0,1.0,553.326
8732,1.0,5.0,1.0,3.0,3.0,2.0,666.649
8733,1.0,5.0,2.0,2.0,1.0,0.0,611.806
8734,2.0,0.0,2.0,2.0,1.0,0.0,293.056
8735,1.0,0.0,2.0,3.0,1.0,2.0,427.619
8736,2.0,0.0,2.0,3.0,3.0,0.0,326.669
8737,2.0,2.0,1.0,2.0,3.0,1.0,370.576
8738,2.0,4.0,2.0,3.0,2.0,0.0,617.279
8739,2.0,1.0,2.0,3.0,2.0,0.0,413.279
8740,2.0,5.0,2.0,1.0,2.0,0.0,543.6129999999999
8741,2.0,5.0,1.0,1.0,2.0,1.0,522.353
8742,2.0,5.0,2.0,2.0,0.0,1.0,694.156
8743,2.0,2.0,1.0,2.0,0.0,1.0,426.406
8744,1.0,5.0,1.0,2.0,3.0,1.0,553.326
8745,1.0,5.0,2.0,3.0,3.0,1.0,687.909
8746,1.0,0.0,1.0,3.0,2.0,2.0,345.259
8747,1.0,1.0,1.0,2.0,2.0,2.0,342.42600000000004
8748,2.0,5.0,1.0,2.0,2.0,0.0,550.6959999999999
8749,1.0,4.0,1.0,3.0,3.0,0.0,513.669
8750,2.0,4.0,1.0,1.0,1.0,0.0,430.47299999999996
8751,2.0,4.0,1.0,2.0,3.0,2.0,549.066
8752,2.0,3.0,2.0,2.0,0.0,2.0,600.646
8753,2.0,5.0,2.0,1.0,0.0,1.0,623.323
8754,2.0,5.0,1.0,1.0,3.0,3.0,588.7230000000001
8755,2.0,0.0,1.0,2.0,2.0,0.0,210.696
8756,2.0,4.0,2.0,1.0,1.0,1.0,536.713
8757,2.0,5.0,2.0,1.0,3.0,3.0,652.4730000000001
8758,1.0,5.0,2.0,1.0,1.0,3.0,668.443
8759,2.0,2.0,1.0,3.0,0.0,0.0,454.749
8760,1.0,5.0,1.0,3.0,3.0,1.0,624.159
8761,2.0,5.0,1.0,1.0,2.0,2.0,564.843
8762,1.0,5.0,1.0,3.0,3.0,0.0,581.669
8763,2.0,5.0,2.0,1.0,2.0,1.0,586.103
8764,1.0,0.0,2.0,3.0,3.0,1.0,347.909
8765,2.0,0.0,2.0,3.0,1.0,1.0,406.379
8766,2.0,3.0,1.0,1.0,2.0,3.0,471.33299999999997
8767,1.0,4.0,2.0,2.0,2.0,1.0,567.6859999999999
8768,2.0,5.0,1.0,2.0,2.0,0.0,550.6959999999999
8769,2.0,5.0,1.0,1.0,2.0,1.0,522.353
8770,2.0,5.0,1.0,1.0,2.0,2.0,564.843
8771,1.0,5.0,1.0,2.0,2.0,2.0,614.4259999999999
8772,1.0,0.0,1.0,1.0,2.0,1.0,161.103
8773,2.0,0.0,1.0,3.0,1.0,3.0,427.60900000000004
8774,2.0,0.0,1.0,1.0,2.0,2.0,224.84300000000002
8775,1.0,3.0,1.0,2.0,0.0,1.0,473.156
8776,1.0,3.0,1.0,2.0,2.0,3.0,520.916
8777,2.0,5.0,1.0,3.0,0.0,1.0,701.239
8778,2.0,2.0,2.0,2.0,3.0,2.0,476.81600000000003
8779,2.0,2.0,1.0,3.0,2.0,1.0,460.019
8780,1.0,5.0,1.0,3.0,3.0,2.0,666.649
8781,2.0,3.0,2.0,2.0,2.0,0.0,478.44599999999997
8782,2.0,4.0,2.0,2.0,2.0,1.0,588.9359999999999
8783,2.0,5.0,1.0,1.0,0.0,3.0,644.553
8784,2.0,0.0,1.0,1.0,3.0,0.0,121.253
8785,2.0,5.0,1.0,3.0,0.0,0.0,658.749
8786,1.0,5.0,1.0,3.0,0.0,3.0,764.969
8787,2.0,0.0,1.0,2.0,2.0,3.0,338.166
8788,1.0,4.0,1.0,2.0,0.0,1.0,541.156
8789,1.0,1.0,2.0,2.0,1.0,1.0,382.296
8790,2.0,4.0,2.0,3.0,3.0,3.0,726.139
8791,2.0,0.0,2.0,2.0,1.0,2.0,378.036
8792,1.0,5.0,1.0,3.0,1.0,0.0,618.889
8793,2.0,3.0,1.0,2.0,2.0,0.0,414.69599999999997
8794,2.0,5.0,2.0,2.0,3.0,1.0,638.326
8795,2.0,2.0,1.0,2.0,2.0,1.0,389.18600000000004
8796,2.0,5.0,1.0,3.0,0.0,1.0,701.239
8797,2.0,2.0,2.0,3.0,3.0,1.0,505.159
8798,2.0,5.0,1.0,2.0,3.0,3.0,659.556
8799,1.0,2.0,1.0,3.0,3.0,0.0,377.669
8800,1.0,3.0,2.0,2.0,1.0,0.0,475.806
8801,2.0,5.0,1.0,2.0,1.0,1.0,611.796
8802,1.0,1.0,2.0,1.0,0.0,3.0,415.053
8803,2.0,4.0,1.0,1.0,3.0,3.0,520.7230000000001
8804,1.0,0.0,1.0,2.0,3.0,1.0,213.32600000000002
8805,2.0,5.0,1.0,3.0,1.0,1.0,682.629
8806,2.0,5.0,1.0,3.0,0.0,2.0,743.729
8807,1.0,5.0,1.0,2.0,2.0,3.0,656.9159999999999
8808,2.0,4.0,1.0,2.0,3.0,2.0,549.066
8809,2.0,5.0,1.0,3.0,3.0,1.0,645.409
8810,1.0,5.0,1.0,2.0,3.0,0.0,510.836
8811,2.0,5.0,1.0,3.0,2.0,1.0,664.019
8812,1.0,5.0,1.0,2.0,2.0,1.0,571.9359999999999
8813,1.0,0.0,2.0,2.0,2.0,3.0,380.666
8814,1.0,2.0,1.0,3.0,3.0,1.0,420.159
8815,1.0,5.0,2.0,2.0,2.0,1.0,635.6859999999999
8816,2.0,5.0,1.0,3.0,2.0,0.0,621.529
8817,1.0,5.0,1.0,2.0,0.0,1.0,609.156
8818,1.0,0.0,1.0,2.0,2.0,3.0,316.916
8819,1.0,5.0,1.0,3.0,3.0,2.0,666.649
8820,1.0,3.0,1.0,2.0,0.0,0.0,430.666
8821,2.0,2.0,1.0,3.0,2.0,1.0,460.019
8822,2.0,5.0,2.0,3.0,3.0,3.0,794.139
8823,1.0,2.0,2.0,3.0,3.0,3.0,568.889
8824,1.0,5.0,2.0,2.0,3.0,0.0,574.586
8825,2.0,4.0,2.0,3.0,2.0,2.0,702.259
8826,2.0,5.0,2.0,3.0,2.0,0.0,685.279
8827,1.0,5.0,1.0,3.0,2.0,1.0,642.769
8828,2.0,5.0,2.0,2.0,3.0,1.0,638.326
8829,1.0,5.0,2.0,1.0,0.0,3.0,687.053
8830,1.0,5.0,1.0,3.0,3.0,3.0,709.139
8831,1.0,5.0,1.0,2.0,0.0,3.0,694.136
8832,2.0,5.0,1.0,3.0,2.0,2.0,706.509
8833,2.0,2.0,2.0,3.0,1.0,2.0,584.869
8834,2.0,0.0,2.0,3.0,0.0,3.0,509.96900000000005
8835,2.0,4.0,1.0,2.0,2.0,3.0,610.1659999999999
8836,1.0,5.0,1.0,3.0,3.0,2.0,666.649
8837,2.0,4.0,1.0,3.0,3.0,0.0,534.919
8838,1.0,5.0,1.0,3.0,0.0,1.0,679.989
8839,2.0,5.0,2.0,1.0,3.0,1.0,567.493
8840,1.0,5.0,1.0,2.0,1.0,1.0,590.546
8841,2.0,1.0,1.0,2.0,2.0,1.0,321.18600000000004
8842,2.0,5.0,2.0,3.0,1.0,1.0,746.379
8843,1.0,5.0,1.0,2.0,3.0,3.0,638.306
8844,2.0,5.0,2.0,2.0,3.0,2.0,680.816
8845,1.0,2.0,1.0,3.0,3.0,1.0,420.159
8846,2.0,2.0,1.0,2.0,2.0,3.0,474.16600000000005
8847,2.0,5.0,1.0,1.0,3.0,1.0,503.74300000000005
8848,2.0,5.0,1.0,2.0,3.0,1.0,574.576
8849,1.0,5.0,1.0,3.0,3.0,2.0,666.649
