Gender;Usia;Pinjaman;Tenor;Pemasukan;Tanggungan;Pekerjaan;Donasi
M;59;2500000;4;1500000;1;Guru/Dosen;5
M;46;1500000;10;4400000;1;Wirausaha;5
M;86;1000000;4;2000000;3;Buruh;3
M;69;1200000;10;2000000;4;Pedagang;5
M;29;1800000;4;5000000;0;Buruh;5
M;66;1900000;16;1800000;1;Buruh;2
M;59;1000000;6;5000000;2;Pedagang;7
M;86;1000000;10;2300000;2;Guru/Dosen;5
M;90;1200000;6;2500000;5;Guru/Dosen;3
M;61;1600000;4;5000000;0;Pedagang;8
F;92;500000;20;3000000;5;Guru/Dosen;7
M;51;1200000;4;4800000;1;Pekerja Lepas;2
M;42;2000000;8;1800000;1;Pekerja Lepas;0
M;85;500000;16;4800000;0;Pedagang;6
M;64;1900000;10;4600000;5;Pedagang;3
F;26;1000000;10;4000000;4;Pedagang;0
M;38;1500000;10;4400000;5;Guru/Dosen;5
M;74;1500000;4;4000000;1;Pedagang;1
F;51;1000000;16;4000000;4;Buruh;1
M;78;500000;10;4600000;4;Buruh;3
M;88;1400000;8;4600000;5;Buruh;0
F;21;700000;8;4500000;3;Pekerja Lepas;5
M;66;500000;10;4400000;5;Pedagang;6
M;99;2000000;8;3500000;0;Pekerja Lepas;0
F;80;1200000;8;4600000;1;Guru/Dosen;3
M;100;1900000;10;4600000;1;Pedagang;2
M;36;1900000;4;1200000;0;Guru/Dosen;4
M;43;1000000;12;4000000;2;Pekerja Lepas;1
M;74;500000;6;1200000;2;Pedagang;7
F;72;2000000;16;4400000;4;Guru/Dosen;3
M;76;2500000;4;2000000;4;Pekerja Lepas;4
M;32;2500000;3;4000000;5;Buruh;8
M;20;1200000;16;4800000;3;Wirausaha;6
M;71;1800000;20;2300000;4;Guru/Dosen;1
M;95;2000000;3;3500000;4;Guru/Dosen;0
M;23;1900000;10;4600000;3;Pedagang;8
F;81;1500000;4;4000000;2;Buruh;2
M;26;1200000;6;4800000;1;Pedagang;1
F;40;3000000;20;4400000;3;Pedagang;6
F;73;2000000;20;2500000;0;Buruh;4
F;44;500000;8;4400000;3;Pekerja Lepas;0
F;75;1800000;10;3000000;4;Wirausaha;3
M;33;2500000;12;3000000;3;Buruh;1
F;24;1000000;5;4500000;2;Wirausaha;2
M;96;1200000;20;3000000;4;Pedagang;3
M;64;1600000;6;3000000;4;Wirausaha;4
F;68;1600000;5;1800000;4;Guru/Dosen;5
M;52;500000;6;4600000;2;Pekerja Lepas;0
F;22;1000000;12;1800000;2;Pedagang;6
F;24;1400000;4;2300000;1;Pedagang;0
M;70;1200000;16;1500000;4;Pedagang;0
M;88;500000;10;4800000;5;Guru/Dosen;3
M;39;1200000;8;2300000;1;Pedagang;8
M;24;3000000;12;4000000;5;Guru/Dosen;0
F;47;1900000;10;2000000;5;Wirausaha;1
M;86;500000;5;5000000;0;Pekerja Lepas;5
M;48;500000;8;4400000;2;Wirausaha;8
M;58;1000000;6;3500000;2;Pedagang;2
M;74;1200000;8;2000000;2;Wirausaha;0
F;65;1900000;8;4500000;5;Buruh;1
M;20;2000000;8;2300000;4;Pedagang;1
M;80;1400000;10;3000000;0;Pekerja Lepas;2
M;100;3000000;10;2000000;4;Pedagang;1
M;95;1000000;6;3000000;4;Pedagang;0
M;100;1200000;4;4600000;4;Pedagang;4
F;31;700000;10;1800000;4;Pekerja Lepas;5
M;22;500000;10;1200000;3;Buruh;8
M;64;1600000;8;3500000;1;Pedagang;0
F;60;1000000;4;1200000;2;Pekerja Lepas;2
M;44;1600000;4;2000000;4;Pedagang;3
M;56;500000;16;1500000;4;Wirausaha;1
M;80;2500000;8;4400000;5;Buruh;8
M;40;500000;10;5000000;5;Pedagang;1
M;38;500000;3;1200000;0;Pekerja Lepas;7
M;21;500000;6;1500000;2;Buruh;4
F;73;700000;8;1500000;5;Pedagang;1
M;87;1200000;20;4800000;5;Pedagang;3
M;58;1200000;12;3500000;0;Guru/Dosen;0
F;72;700000;6;3000000;4;Buruh;3
M;90;1000000;20;3500000;0;Pedagang;4
M;21;1200000;20;3500000;0;Pedagang;4
M;34;1200000;8;2500000;2;Guru/Dosen;1
M;46;1200000;5;4400000;5;Pekerja Lepas;0
M;69;1800000;20;1200000;3;Pedagang;0
M;79;1200000;12;5000000;2;Pedagang;6
M;66;500000;10;2500000;1;Guru/Dosen;0
M;26;500000;16;3500000;5;Wirausaha;4
M;93;1200000;12;2300000;5;Pedagang;0
F;62;1600000;8;3000000;3;Pedagang;5
F;90;1200000;10;5000000;3;Buruh;8
F;25;3000000;12;5000000;5;Wirausaha;5
F;74;3000000;5;3500000;1;Guru/Dosen;1
F;89;500000;4;5000000;4;Wirausaha;2
M;97;1000000;12;1200000;1;Pedagang;1
F;61;1500000;4;3000000;5;Pedagang;6
M;79;2500000;4;4500000;3;Pekerja Lepas;1
F;38;1500000;8;2000000;2;Pedagang;0
M;37;1500000;10;3500000;4;Pedagang;5
F;88;1200000;6;4500000;0;Pedagang;6
M;83;1500000;3;2500000;4;Buruh;4
F;90;700000;3;2500000;4;Pedagang;1
M;40;1900000;4;4600000;2;Pedagang;1
M;80;500000;20;1500000;3;Pekerja Lepas;7
M;83;1000000;8;4800000;4;Pekerja Lepas;5
F;68;1800000;10;1200000;0;Pedagang;2
M;67;1800000;4;3500000;5;Wirausaha;2
M;86;1500000;20;2000000;5;Pedagang;0
F;82;1400000;12;4600000;1;Pekerja Lepas;4
M;38;500000;12;5000000;4;Buruh;8
F;70;1200000;3;2500000;4;Buruh;0
M;55;1600000;3;4000000;4;Pedagang;7
M;33;1800000;4;4600000;5;Wirausaha;6
F;46;500000;12;2500000;0;Guru/Dosen;0
F;72;1400000;3;2000000;0;Pedagang;0
M;45;1600000;5;2000000;1;Buruh;4
M;97;1000000;10;4500000;2;Buruh;2
F;83;700000;3;2500000;2;Buruh;2
M;62;500000;6;4400000;0;Guru/Dosen;3
M;23;2500000;5;1200000;3;Pedagang;0
M;60;2000000;4;4400000;1;Pekerja Lepas;6
M;51;1800000;3;5000000;4;Pekerja Lepas;8
M;44;3000000;6;4000000;3;Pekerja Lepas;3
M;80;1400000;10;4600000;5;Buruh;4
F;25;700000;8;1200000;2;Pedagang;2
M;21;3000000;4;2500000;0;Pedagang;5
M;35;500000;16;4600000;0;Guru/Dosen;3
M;81;1900000;6;2500000;1;Pedagang;1
M;43;3000000;4;1500000;1;Pekerja Lepas;6
M;37;1500000;6;2500000;1;Guru/Dosen;2
M;35;700000;5;2300000;3;Buruh;0
M;43;1600000;10;4600000;4;Guru/Dosen;0
M;47;1500000;10;4600000;5;Pekerja Lepas;6
M;41;1200000;6;1500000;4;Guru/Dosen;4
F;71;1600000;16;4500000;4;Wirausaha;2
M;57;500000;8;4500000;1;Pekerja Lepas;0
M;89;1600000;5;2000000;1;Guru/Dosen;7
F;88;1800000;4;4800000;4;Guru/Dosen;4
F;73;1000000;10;1500000;0;Guru/Dosen;1
M;71;1200000;12;2300000;5;Guru/Dosen;6
M;89;1200000;16;3500000;3;Buruh;1
F;24;1200000;12;3000000;2;Guru/Dosen;0
M;27;1500000;4;2300000;1;Pedagang;4
M;81;500000;4;2500000;4;Pekerja Lepas;0
M;59;700000;4;4500000;5;Pekerja Lepas;6
F;95;1000000;5;4000000;4;Guru/Dosen;2
F;25;2500000;4;4500000;0;Buruh;0
M;40;1000000;4;3500000;1;Pedagang;0
M;90;1800000;16;1500000;2;Pedagang;6
M;26;1600000;10;5000000;2;Wirausaha;3
M;40;1200000;3;4600000;2;Guru/Dosen;4
M;88;1500000;4;4800000;5;Wirausaha;0
M;60;1900000;16;2500000;3;Buruh;1
M;84;1600000;16;4600000;5;Pedagang;4
F;24;1900000;16;3500000;0;Pekerja Lepas;1
F;26;500000;8;3000000;2;Wirausaha;1
F;63;700000;4;3500000;5;Pedagang;1
M;51;1200000;3;5000000;5;Pedagang;7
M;45;500000;20;5000000;4;Pedagang;0
M;64;1400000;10;4400000;5;Guru/Dosen;6
F;54;1200000;16;2000000;4;Pedagang;6
M;99;1600000;8;1500000;2;Buruh;1
F;42;1600000;10;2300000;1;Pekerja Lepas;8
M;54;2500000;4;4800000;4;Pedagang;1
M;97;1000000;3;4800000;2;Guru/Dosen;1
M;93;700000;5;2300000;3;Pekerja Lepas;1
F;46;1800000;16;3000000;5;Pedagang;0
F;82;1400000;10;2000000;3;Pedagang;6
F;52;1500000;5;4600000;2;Buruh;3
M;78;2000000;5;1800000;0;Guru/Dosen;0
M;30;1200000;3;3500000;4;Guru/Dosen;4
M;67;500000;4;1800000;1;Guru/Dosen;5
F;58;1900000;4;4800000;5;Pedagang;1
M;86;2000000;20;3500000;5;Guru/Dosen;0
M;83;1000000;12;1500000;5;Pekerja Lepas;1
M;97;1900000;4;4800000;4;Pedagang;5
M;78;1200000;4;5000000;4;Pedagang;4
M;35;1900000;8;2500000;4;Guru/Dosen;1
M;37;1500000;5;4500000;0;Pekerja Lepas;3
F;25;700000;3;1200000;2;Pedagang;0
M;77;500000;5;4500000;3;Wirausaha;4
M;74;1000000;3;1500000;2;Pedagang;6
M;68;2500000;3;1500000;5;Pedagang;4
M;86;2000000;10;2000000;5;Guru/Dosen;6
F;83;1900000;20;4400000;2;Pedagang;0
M;95;1400000;4;1200000;1;Pekerja Lepas;5
F;65;1800000;10;3500000;0;Pedagang;6
M;55;500000;16;2500000;4;Guru/Dosen;1
M;55;1900000;5;5000000;2;Pekerja Lepas;1
M;60;1200000;10;2000000;2;Pedagang;7
M;23;500000;8;1500000;2;Pekerja Lepas;0
M;55;2000000;16;1500000;3;Pekerja Lepas;0
M;75;500000;10;1500000;3;Wirausaha;1
M;48;1200000;10;3500000;4;Pedagang;6
M;87;700000;8;4500000;3;Guru/Dosen;1
F;28;1500000;4;2300000;1;Wirausaha;2
M;70;1400000;16;2300000;5;Pekerja Lepas;0
M;91;1000000;10;4600000;0;Pedagang;4
M;73;2500000;5;5000000;3;Pekerja Lepas;3
F;31;3000000;4;1800000;5;Pedagang;4
M;35;1900000;10;2500000;5;Buruh;3
M;76;1200000;20;1200000;3;Wirausaha;1
M;81;1200000;3;4500000;3;Pedagang;6
M;52;1000000;10;5000000;3;Wirausaha;2
F;50;500000;12;3500000;2;Buruh;6
F;24;1000000;5;4600000;0;Pedagang;4
F;91;1200000;10;4400000;3;Pedagang;1
M;66;3000000;8;4000000;5;Wirausaha;0
M;26;1800000;8;2500000;4;Pedagang;6
F;29;500000;12;3000000;0;Pekerja Lepas;1
M;50;1400000;12;5000000;3;Guru/Dosen;1
F;97;1600000;10;4600000;0;Pedagang;0
M;24;1200000;3;4000000;4;Guru/Dosen;8
M;59;2000000;4;3500000;5;Buruh;8
M;80;1600000;12;1500000;2;Pedagang;8
F;43;500000;8;4400000;1;Wirausaha;1
F;86;1400000;8;1500000;5;Pedagang;5
M;26;500000;8;1200000;0;Pedagang;3
M;72;500000;20;4400000;4;Buruh;0
M;59;1200000;3;4500000;5;Pedagang;2
F;82;700000;6;1500000;1;Pedagang;1
M;87;1600000;3;1800000;1;Buruh;1
F;45;1000000;4;3000000;3;Pedagang;5
F;47;500000;8;4400000;1;Wirausaha;1
M;28;1200000;12;1200000;4;Guru/Dosen;6
F;40;1600000;4;2300000;0;Buruh;1
M;93;1000000;3;1500000;1;Wirausaha;3
M;99;700000;10;4600000;5;Guru/Dosen;0
F;39;1900000;3;1500000;5;Pedagang;1
M;76;700000;12;2300000;1;Buruh;6
M;37;1900000;4;4500000;0;Pedagang;1
M;47;1200000;10;4500000;4;Guru/Dosen;8
M;47;1400000;8;3000000;1;Pedagang;3
F;75;2000000;3;3500000;5;Wirausaha;0
F;81;1600000;10;4600000;3;Pedagang;6
F;35;1200000;10;1800000;0;Wirausaha;6
M;87;1000000;3;2500000;1;Guru/Dosen;0
F;87;1600000;3;4800000;3;Pedagang;4
M;68;1200000;3;3500000;4;Guru/Dosen;1
F;95;1000000;4;2000000;3;Guru/Dosen;4
M;44;500000;8;5000000;3;Buruh;0
M;28;2500000;4;5000000;4;Wirausaha;6
F;30;700000;5;2000000;5;Wirausaha;1
F;59;1600000;16;4800000;3;Pedagang;7
F;91;1000000;4;3000000;0;Pedagang;2
F;69;1500000;20;2000000;1;Guru/Dosen;1
F;39;1900000;5;3500000;3;Guru/Dosen;2
F;28;1800000;16;1200000;4;Guru/Dosen;7
M;85;1400000;10;3500000;3;Guru/Dosen;1
M;26;700000;8;3000000;5;Guru/Dosen;0
F;73;2500000;20;1800000;2;Wirausaha;4
M;54;700000;10;1800000;2;Pedagang;8
M;77;1600000;5;3500000;2;Pedagang;0
F;75;3000000;16;2000000;1;Pedagang;1
M;70;1800000;20;1800000;2;Guru/Dosen;8
M;80;1500000;10;5000000;0;Buruh;7
M;76;1600000;10;5000000;5;Pedagang;0
F;30;1200000;6;2300000;3;Pedagang;6
F;67;1000000;8;2000000;0;Guru/Dosen;4
M;61;3000000;10;2500000;0;Wirausaha;1
M;66;500000;6;1500000;5;Buruh;2
M;20;1000000;10;3000000;4;Wirausaha;3
M;31;1900000;6;1500000;0;Pekerja Lepas;3
M;22;1600000;4;2300000;4;Guru/Dosen;6
F;39;1200000;4;4500000;4;Pedagang;3
M;73;500000;6;2300000;5;Guru/Dosen;1
F;89;500000;5;4400000;3;Buruh;0
M;41;500000;16;4400000;4;Pekerja Lepas;1
F;20;1500000;4;5000000;0;Guru/Dosen;0
M;59;1500000;12;4600000;5;Wirausaha;0
F;60;1600000;8;1200000;2;Pekerja Lepas;6
M;50;3000000;16;4500000;0;Buruh;3
F;82;1200000;10;4400000;0;Wirausaha;0
F;40;1200000;6;1200000;0;Pekerja Lepas;2
F;71;500000;4;2000000;2;Buruh;2
M;91;3000000;16;2000000;4;Wirausaha;1
F;68;1800000;10;4600000;5;Guru/Dosen;6
M;30;2500000;12;1800000;3;Pedagang;8
F;40;1200000;4;5000000;4;Wirausaha;6
M;62;1800000;4;4000000;1;Pedagang;2
F;46;1000000;6;5000000;5;Buruh;5
F;68;1600000;6;2300000;3;Wirausaha;6
M;93;1200000;12;1500000;3;Guru/Dosen;0
M;76;500000;20;4600000;3;Wirausaha;1
M;73;1200000;6;4000000;5;Pekerja Lepas;1
F;56;1800000;4;2300000;3;Wirausaha;1
F;48;1000000;8;1200000;5;Buruh;0
F;98;500000;3;1800000;5;Wirausaha;0
M;89;1000000;20;4500000;4;Pedagang;6
M;69;1200000;12;2500000;5;Guru/Dosen;5
M;76;1600000;5;1200000;4;Pekerja Lepas;1
M;52;1500000;6;4600000;5;Pedagang;6
M;77;1200000;6;2500000;3;Pedagang;6
F;76;500000;16;2500000;0;Buruh;3
M;23;1800000;4;3000000;4;Wirausaha;1
F;74;500000;5;5000000;0;Pekerja Lepas;5
M;75;1400000;5;1200000;1;Guru/Dosen;1
F;82;1600000;4;1200000;3;Pekerja Lepas;1
M;87;700000;6;2300000;5;Wirausaha;0
M;22;1400000;20;5000000;3;Pedagang;0
F;29;2000000;6;3000000;1;Pekerja Lepas;0
F;31;1800000;10;4800000;2;Buruh;2
F;67;500000;6;4500000;0;Guru/Dosen;4
F;92;3000000;5;3000000;0;Pedagang;6
M;59;2500000;20;2300000;5;Pedagang;8
M;34;700000;12;4500000;3;Pekerja Lepas;1
M;51;3000000;4;4600000;2;Guru/Dosen;3
M;92;700000;4;1800000;0;Pekerja Lepas;3
F;62;700000;16;4800000;2;Pekerja Lepas;0
F;47;1200000;20;2500000;3;Pekerja Lepas;4
M;91;3000000;16;1500000;5;Wirausaha;0
M;48;1000000;20;4400000;1;Pekerja Lepas;3
M;28;1900000;5;4400000;4;Pedagang;6
M;77;1900000;20;4800000;3;Buruh;6
F;47;1200000;10;4600000;1;Wirausaha;3
M;40;3000000;8;2000000;3;Buruh;6
M;69;1400000;8;1200000;4;Pedagang;2
M;38;2500000;10;2300000;2;Pedagang;3
M;62;1200000;10;2500000;2;Buruh;8
M;72;3000000;4;1500000;3;Pekerja Lepas;8
M;60;1200000;8;2500000;4;Guru/Dosen;1
F;24;1800000;16;4500000;2;Wirausaha;5
F;37;700000;12;4600000;4;Wirausaha;1
F;40;2500000;6;2500000;5;Guru/Dosen;2
M;36;1400000;4;5000000;2;Pekerja Lepas;4
M;36;2500000;5;4500000;5;Pekerja Lepas;5
M;40;700000;20;3500000;3;Guru/Dosen;2
M;55;2000000;10;3000000;5;Pekerja Lepas;7
M;92;700000;16;5000000;0;Guru/Dosen;6
F;94;1200000;16;3500000;2;Pedagang;0
M;48;1200000;8;1800000;0;Pedagang;0
M;85;1600000;12;2500000;0;Guru/Dosen;4
M;40;1200000;3;4800000;1;Buruh;5
M;22;1000000;4;2000000;3;Buruh;0
M;70;1200000;10;2300000;0;Buruh;6
F;22;1500000;20;1500000;1;Pedagang;4
M;47;1400000;4;1800000;1;Pekerja Lepas;5
F;20;1800000;6;4600000;2;Pedagang;3
M;86;700000;4;2500000;1;Buruh;6
F;25;1200000;5;4800000;2;Buruh;0
M;44;1200000;3;1500000;5;Guru/Dosen;3
M;20;1500000;5;4000000;4;Pekerja Lepas;3
M;78;500000;12;4500000;5;Guru/Dosen;1
M;67;2500000;12;5000000;0;Pedagang;6
F;42;3000000;4;4600000;5;Buruh;4
F;25;1200000;6;4500000;0;Pedagang;1
F;70;1800000;20;3000000;2;Wirausaha;6
M;84;2000000;16;1200000;1;Guru/Dosen;2
M;51;2000000;16;1500000;5;Pedagang;2
M;35;1800000;16;1500000;0;Wirausaha;0
M;74;1000000;16;5000000;4;Guru/Dosen;0
M;32;1200000;10;2500000;2;Wirausaha;3
M;87;500000;8;4600000;0;Pekerja Lepas;0
M;58;2500000;16;5000000;4;Pedagang;0
F;46;2000000;4;2500000;0;Pekerja Lepas;1
M;24;1500000;10;2300000;4;Pedagang;0
M;20;1600000;4;4400000;0;Pedagang;0
F;89;1500000;8;1800000;0;Pedagang;5
F;62;1200000;4;4400000;1;Pedagang;4
F;95;2000000;20;4400000;5;Pekerja Lepas;0
F;33;1400000;20;4500000;3;Pedagang;0
M;84;2500000;12;2500000;4;Buruh;1
F;52;2000000;4;5000000;1;Wirausaha;6
M;64;1000000;16;4600000;0;Buruh;5
M;75;3000000;20;4400000;4;Wirausaha;4
M;82;1500000;4;4400000;4;Pedagang;8
M;97;500000;4;4500000;5;Buruh;4
F;78;1800000;10;1500000;5;Pekerja Lepas;8
F;89;500000;5;2300000;0;Pekerja Lepas;7
M;30;1600000;20;4600000;2;Buruh;0
F;100;1200000;5;4800000;0;Wirausaha;0
M;74;2500000;10;4600000;2;Pedagang;1
M;77;500000;6;2500000;3;Guru/Dosen;0
M;31;1900000;10;4000000;1;Pedagang;7
F;63;3000000;4;3000000;3;Pedagang;0
F;80;1800000;12;3500000;5;Pedagang;1
F;52;3000000;8;1200000;1;Pedagang;3
M;41;1500000;5;3500000;2;Pedagang;6
M;75;3000000;4;2500000;3;Pedagang;4
M;82;1400000;16;2000000;5;Pekerja Lepas;1
M;42;1000000;20;1200000;3;Pedagang;5
M;28;1000000;3;4800000;2;Guru/Dosen;3
M;36;1900000;6;1200000;0;Pedagang;1
F;81;1800000;5;2300000;3;Pedagang;1
F;70;1900000;4;4800000;2;Pedagang;5
M;99;1800000;16;4400000;3;Pedagang;0
M;70;1900000;16;4600000;4;Wirausaha;5
F;61;2500000;10;2500000;2;Wirausaha;5
M;27;3000000;8;4800000;4;Buruh;6
F;99;700000;6;4000000;3;Wirausaha;0
M;63;1400000;16;4800000;5;Pedagang;7
F;59;1200000;10;2300000;5;Buruh;0
F;30;2500000;5;4400000;4;Guru/Dosen;5
M;81;1200000;20;4400000;5;Wirausaha;7
F;75;1400000;10;4500000;5;Pedagang;0
F;94;1200000;3;4400000;1;Guru/Dosen;0
M;100;2500000;10;4400000;4;Buruh;2
M;33;1200000;16;4500000;3;Pedagang;8
F;69;3000000;4;4800000;4;Guru/Dosen;0
M;59;1200000;8;2500000;4;Buruh;0
M;35;1000000;4;4000000;4;Pekerja Lepas;4
M;54;500000;5;1500000;0;Pekerja Lepas;6
F;72;1200000;5;2000000;5;Guru/Dosen;7
M;68;1200000;5;4400000;1;Pedagang;6
M;92;1500000;3;2500000;1;Pedagang;1
M;45;2500000;8;1800000;5;Pekerja Lepas;1
F;55;500000;16;2000000;0;Guru/Dosen;3
M;35;2500000;4;2300000;1;Wirausaha;4
F;69;1200000;8;1500000;5;Wirausaha;0
M;74;1200000;10;1500000;5;Pedagang;7
M;40;1500000;5;4800000;5;Wirausaha;1
M;42;500000;10;3500000;0;Pedagang;4
F;66;1600000;10;4800000;2;Pekerja Lepas;5
M;70;500000;10;4500000;5;Wirausaha;2
M;39;500000;10;2500000;1;Pedagang;2
M;90;1500000;4;4000000;4;Buruh;0
M;38;1900000;4;3500000;0;Pedagang;3
M;51;1200000;8;3500000;3;Pedagang;1
M;99;1400000;4;4800000;4;Wirausaha;0
M;36;1200000;8;1800000;1;Pedagang;3
F;36;500000;12;4500000;2;Wirausaha;0
M;24;3000000;16;1800000;4;Pekerja Lepas;1
M;69;2000000;10;2500000;2;Buruh;8
M;71;1400000;10;1200000;3;Pedagang;1
M;26;2500000;6;1200000;2;Pedagang;1
M;94;1200000;3;4500000;3;Buruh;5
M;53;1200000;8;2000000;0;Guru/Dosen;3
M;68;2000000;20;2000000;0;Pedagang;0
M;22;1500000;6;4600000;1;Guru/Dosen;2
M;86;500000;10;4800000;2;Pedagang;1
M;76;1600000;4;3000000;0;Pedagang;1
F;69;3000000;4;3000000;3;Pekerja Lepas;1
M;99;1200000;10;1200000;3;Guru/Dosen;6
F;36;2500000;5;1800000;4;Wirausaha;0
M;85;1400000;10;1200000;2;Pedagang;3
M;34;1200000;4;3500000;1;Pekerja Lepas;7
M;72;500000;10;3000000;1;Pedagang;1
F;96;1500000;3;5000000;3;Guru/Dosen;5
F;62;1200000;5;3500000;2;Buruh;6
M;42;500000;5;2500000;3;Pedagang;7
M;76;1600000;4;1800000;1;Buruh;4
M;42;1900000;10;5000000;1;Guru/Dosen;7
F;59;1800000;5;4600000;1;Guru/Dosen;0
M;71;500000;6;4000000;1;Pekerja Lepas;4
M;100;500000;4;3000000;3;Pekerja Lepas;4
M;64;1400000;12;2300000;2;Pekerja Lepas;0
M;50;1000000;12;4800000;3;Wirausaha;1
F;48;3000000;3;1200000;5;Wirausaha;1
M;62;1000000;10;1500000;4;Pedagang;2
M;37;1200000;10;2500000;5;Pedagang;4
M;47;1400000;6;4000000;2;Pekerja Lepas;1
M;76;500000;3;4500000;4;Pekerja Lepas;7
F;85;1400000;6;3500000;1;Guru/Dosen;0
F;74;1200000;3;2300000;2;Buruh;6
F;100;1500000;4;4600000;1;Pedagang;5
M;76;1200000;16;1800000;1;Wirausaha;5
M;51;2000000;10;1500000;3;Pedagang;8
M;83;2000000;10;1500000;0;Pedagang;6
F;88;1000000;10;1500000;5;Pedagang;3
M;88;2000000;8;2500000;5;Pedagang;3
M;23;1000000;6;4500000;0;Pedagang;5
M;52;1000000;12;1500000;1;Guru/Dosen;1
F;57;1400000;4;4000000;0;Pekerja Lepas;8
M;54;1800000;10;2000000;5;Pekerja Lepas;1
M;50;500000;20;4800000;2;Wirausaha;0
M;95;1200000;8;1200000;0;Guru/Dosen;3
F;74;1200000;4;4000000;3;Wirausaha;1
M;61;700000;3;5000000;2;Pedagang;8
M;22;1800000;4;3000000;3;Pekerja Lepas;6
F;89;2500000;12;2500000;3;Guru/Dosen;4
F;99;500000;5;2300000;1;Buruh;4
M;40;500000;4;4600000;0;Buruh;1
F;88;2000000;5;4400000;5;Wirausaha;0
M;75;1800000;4;3000000;2;Pedagang;4
M;23;1800000;5;4400000;1;Pedagang;5
F;82;1900000;16;2500000;3;Pedagang;4
M;30;2000000;12;4600000;3;Guru/Dosen;5
M;59;2500000;4;4500000;0;Buruh;0
M;81;1600000;12;4400000;0;Pedagang;8
F;65;1900000;3;4500000;2;Guru/Dosen;4
F;65;500000;8;3500000;3;Guru/Dosen;0
M;27;3000000;20;4400000;3;Pedagang;0
M;46;2000000;16;1500000;2;Buruh;2
F;92;500000;12;1800000;5;Guru/Dosen;5
F;94;1000000;16;4400000;5;Buruh;0
M;86;1500000;12;1200000;4;Pekerja Lepas;5
F;62;1200000;5;1500000;1;Pedagang;6
M;35;3000000;6;1500000;2;Buruh;0
F;54;1000000;4;4400000;0;Wirausaha;0
F;72;1000000;12;2000000;4;Buruh;6
F;85;2000000;12;5000000;1;Guru/Dosen;6
F;76;3000000;12;1500000;1;Pedagang;6
F;98;1200000;4;4600000;0;Pekerja Lepas;6
M;37;1600000;6;1200000;4;Pedagang;0
M;43;1600000;4;4600000;1;Pedagang;1
F;72;1900000;8;4400000;1;Buruh;7
F;54;1600000;4;4400000;4;Wirausaha;5
M;20;700000;16;5000000;5;Buruh;3
M;77;1200000;5;4600000;3;Guru/Dosen;0
M;52;700000;8;1500000;3;Wirausaha;1
F;70;1200000;10;4800000;5;Pekerja Lepas;3
M;89;2000000;3;4000000;0;Wirausaha;1
M;62;1800000;10;3500000;2;Wirausaha;1
M;99;3000000;3;1500000;4;Wirausaha;7
M;93;1000000;6;1800000;3;Wirausaha;6
F;35;1500000;20;1500000;0;Pedagang;6
F;95;1200000;20;4400000;5;Wirausaha;6
M;83;1000000;12;4600000;3;Pedagang;1
F;94;1500000;10;4000000;3;Pekerja Lepas;0
F;68;1000000;4;1200000;3;Pedagang;6
M;46;2000000;10;1500000;5;Guru/Dosen;4
M;81;1600000;6;1500000;5;Guru/Dosen;5
F;44;2000000;3;3500000;4;Pekerja Lepas;1
F;74;500000;4;1200000;2;Guru/Dosen;8
F;20;1400000;20;2500000;3;Pedagang;1
M;43;2500000;8;1500000;3;Pedagang;3
M;42;1200000;20;1800000;4;Wirausaha;0
M;63;1000000;8;1500000;0;Wirausaha;1
M;66;3000000;12;3500000;3;Wirausaha;0
M;72;1200000;16;4800000;4;Pedagang;3
F;28;1200000;4;4500000;0;Pedagang;1
F;30;1900000;8;1200000;1;Guru/Dosen;4
M;69;1200000;5;2500000;0;Wirausaha;4
F;52;1200000;5;2000000;0;Wirausaha;4
F;80;700000;10;1800000;3;Wirausaha;6
M;61;2000000;3;2300000;1;Pedagang;8
F;77;3000000;3;4800000;0;Buruh;0
M;90;1200000;8;4800000;2;Pedagang;6
M;50;1200000;3;1500000;0;Pekerja Lepas;5
M;41;2500000;10;2500000;4;Pekerja Lepas;2
M;68;1800000;6;3500000;3;Buruh;1
F;81;1500000;4;2000000;1;Wirausaha;0
F;36;2500000;12;4500000;5;Pedagang;1
M;43;1000000;4;3500000;1;Pedagang;5
F;71;1800000;6;4600000;4;Wirausaha;5
F;45;1000000;6;2300000;5;Pedagang;1
M;59;1200000;8;4800000;3;Guru/Dosen;2
M;76;1400000;10;1200000;1;Buruh;2
F;24;1900000;4;4600000;3;Buruh;1
F;62;1600000;3;2500000;1;Guru/Dosen;1
M;54;1600000;16;3500000;0;Buruh;1
M;68;1000000;20;5000000;3;Wirausaha;0
M;76;1200000;10;1800000;4;Pekerja Lepas;4
F;93;1600000;8;3500000;2;Buruh;4
M;66;3000000;10;4600000;2;Wirausaha;1
F;56;1600000;4;4500000;3;Buruh;4
F;98;1200000;10;4600000;1;Pekerja Lepas;0
M;36;1200000;20;4400000;1;Wirausaha;4
M;88;1200000;8;4400000;2;Pekerja Lepas;7
F;77;1200000;5;4000000;3;Pedagang;0
M;59;3000000;10;3000000;3;Pekerja Lepas;1
M;97;3000000;16;4600000;3;Pedagang;7
F;70;2000000;6;4600000;3;Pedagang;0
M;43;3000000;16;3500000;4;Pedagang;6
M;92;700000;16;1200000;3;Pedagang;3
M;83;2000000;8;2500000;5;Pekerja Lepas;4
M;37;1200000;12;3000000;4;Pekerja Lepas;0
M;21;1400000;10;2000000;1;Guru/Dosen;1
