;approval;gender;usia;pinjaman;tenor;pemasukan;tanggungan;pekerjaan;donasi
8538;N;F;78;1900000;6;1800000;5;Pedagang;1
8539;Y;F;66;1200000;6;4400000;2;Pedagang;4
8540;Y;M;65;1200000;20;3500000;4;Pekerja Lepas;1
8541;Y;F;82;500000;6;3000000;3;Pedagang;0
8542;N;M;80;2500000;10;1200000;5;Buruh;1
8543;N;F;53;1800000;8;4000000;3;Buruh;1
8544;N;M;27;1800000;4;3000000;0;Buruh;1
8545;N;F;30;1200000;10;1800000;5;Pedagang;3
8546;Y;M;93;1200000;5;4600000;5;Pedagang;0
8547;Y;M;59;1200000;6;4800000;5;Pekerja Lepas;4
8548;Y;M;74;500000;10;3500000;4;Pekerja Lepas;0
8549;N;F;45;700000;10;2000000;3;Guru/Dosen;2
8550;Y;M;48;1900000;8;4000000;0;Guru/Dosen;6
8551;N;M;40;500000;20;1200000;3;Wirausaha;6
8552;N;M;31;1800000;20;2000000;2;Pekerja Lepas;0
8553;Y;F;78;1800000;20;4800000;2;Pedagang;0
8554;N;F;86;2500000;3;1800000;1;Pekerja Lepas;5
8555;N;F;68;1200000;6;4500000;1;Guru/Dosen;5
8556;N;F;97;1800000;4;1500000;3;Wirausaha;1
8557;N;M;98;1200000;8;1200000;1;Pekerja Lepas;5
8558;Y;F;31;1500000;5;2500000;1;Pekerja Lepas;0
8559;N;M;71;1500000;4;3000000;3;Buruh;3
8560;N;F;93;2000000;12;2000000;1;Pedagang;1
8561;Y;M;33;2000000;16;2500000;4;Pedagang;3
8562;Y;F;88;1400000;5;4400000;5;Pedagang;2
8563;Y;M;62;1900000;4;3000000;3;Guru/Dosen;8
8564;Y;M;45;1400000;8;4000000;1;Pedagang;3
8565;N;M;91;1900000;5;2000000;2;Guru/Dosen;1
8566;N;F;87;1200000;12;2500000;5;Guru/Dosen;3
8567;N;M;97;500000;6;3000000;1;Guru/Dosen;2
8568;N;F;99;500000;8;1500000;2;Pedagang;1
8569;Y;M;30;2500000;8;4000000;1;Pekerja Lepas;4
8570;Y;F;35;1200000;20;3500000;4;Pedagang;6
8571;Y;M;77;1200000;16;4800000;4;Pedagang;3
8572;Y;M;81;500000;4;4500000;3;Pedagang;3
8573;Y;F;23;1200000;5;2300000;4;Pedagang;7
8574;N;F;96;1000000;3;3000000;0;Guru/Dosen;6
8575;Y;M;36;1200000;10;3500000;1;Pedagang;0
8576;Y;M;30;1800000;10;2500000;0;Pekerja Lepas;5
8577;N;M;77;1600000;3;3500000;5;Guru/Dosen;8
8578;Y;F;59;3000000;3;3000000;3;Pedagang;4
8579;N;M;73;1500000;8;2000000;1;Buruh;0
8580;N;M;77;500000;4;4600000;5;Buruh;0
8581;Y;M;79;1800000;5;4000000;4;Pekerja Lepas;0
8582;Y;M;21;1900000;3;3000000;0;Pekerja Lepas;8
8583;Y;M;22;2500000;10;4600000;5;Pedagang;7
8584;Y;M;89;1400000;6;4600000;1;Pedagang;1
8585;Y;M;35;2500000;10;4400000;0;Wirausaha;3
8586;N;M;27;700000;8;2000000;3;Guru/Dosen;1
8587;N;M;84;1800000;5;2000000;2;Wirausaha;0
8588;Y;M;73;1800000;5;4400000;3;Pekerja Lepas;7
8589;Y;M;94;1400000;10;4500000;3;Wirausaha;1
8590;N;M;28;1800000;3;4400000;2;Guru/Dosen;1
8591;N;F;96;1800000;16;3500000;5;Buruh;7
8592;Y;M;45;500000;3;4500000;0;Buruh;6
8593;Y;M;25;1200000;5;2300000;3;Wirausaha;0
8594;N;M;29;1200000;5;1800000;1;Pedagang;1
8595;Y;M;57;700000;6;3500000;1;Pedagang;5
8596;Y;F;89;1200000;20;5000000;2;Pedagang;4
8597;N;F;31;1800000;5;1500000;0;Pedagang;2
8598;N;F;35;1600000;6;1200000;1;Pedagang;5
8599;Y;M;98;1900000;3;2300000;1;Pedagang;1
8600;N;F;100;1200000;3;1200000;1;Pedagang;6
8601;N;M;73;500000;8;3000000;1;Buruh;0
8602;Y;M;86;3000000;4;4000000;1;Pedagang;2
8603;Y;M;41;1400000;3;3500000;4;Pedagang;6
8604;Y;M;81;500000;12;4800000;1;Pedagang;6
8605;N;F;93;1500000;3;1500000;0;Buruh;0
8606;Y;M;92;2500000;20;4400000;1;Pedagang;6
8607;N;M;28;1500000;20;2000000;4;Wirausaha;4
8608;Y;F;39;1200000;4;2500000;4;Wirausaha;6
8609;N;M;49;1400000;16;1200000;1;Pekerja Lepas;1
8610;N;M;78;1500000;4;3500000;3;Buruh;0
8611;N;M;99;500000;6;1800000;3;Pekerja Lepas;7
8612;Y;M;31;1000000;4;3500000;4;Buruh;7
8613;N;M;60;1500000;8;2000000;3;Pedagang;1
8614;Y;M;57;1600000;20;5000000;4;Wirausaha;5
8615;Y;F;84;2500000;16;4600000;3;Wirausaha;2
8616;Y;F;75;1400000;4;4400000;3;Pedagang;1
8617;N;F;81;500000;10;5000000;4;Buruh;2
8618;Y;F;32;2500000;4;2500000;1;Pedagang;7
8619;Y;M;76;3000000;16;2300000;4;Pekerja Lepas;0
8620;N;F;73;1400000;4;4500000;3;Buruh;6
8621;Y;M;26;1200000;16;4500000;5;Wirausaha;0
8622;Y;M;20;2000000;5;4000000;3;Pedagang;3
8623;Y;M;30;2000000;8;4600000;2;Pedagang;1
8624;N;F;26;1900000;20;2000000;2;Pedagang;0
8625;N;F;22;1400000;5;1500000;3;Pekerja Lepas;6
8626;N;M;46;1000000;10;4600000;2;Buruh;1
8627;Y;F;87;700000;10;5000000;1;Pedagang;7
8628;N;F;25;500000;5;1200000;1;Pedagang;8
8629;N;F;77;3000000;4;2000000;5;Guru/Dosen;0
8630;N;M;31;1400000;16;1200000;0;Buruh;4
8631;Y;M;93;1900000;10;3000000;5;Pekerja Lepas;0
8632;Y;F;47;1200000;4;4400000;4;Pedagang;0
8633;N;M;56;500000;6;2000000;0;Guru/Dosen;0
8634;N;M;49;3000000;16;1800000;3;Wirausaha;0
8635;Y;M;58;1600000;16;4000000;3;Wirausaha;6
8636;Y;M;95;700000;8;4000000;5;Pedagang;4
8637;N;M;45;500000;3;3000000;5;Guru/Dosen;3
8638;N;F;89;500000;8;1800000;4;Pekerja Lepas;6
8639;N;M;53;1200000;4;4000000;5;Guru/Dosen;4
8640;N;M;56;3000000;12;2000000;3;Guru/Dosen;0
8641;N;M;95;1000000;6;4000000;1;Buruh;5
8642;N;M;30;1800000;20;1500000;0;Buruh;3
8643;N;M;67;1500000;8;1800000;0;Wirausaha;1
8644;Y;F;41;1200000;4;4500000;1;Guru/Dosen;1
8645;Y;M;91;1500000;4;2500000;3;Pedagang;0
8646;Y;F;52;500000;10;2500000;1;Pekerja Lepas;8
8647;Y;F;48;2500000;20;3500000;1;Wirausaha;1
8648;Y;M;80;3000000;5;3000000;0;Pekerja Lepas;0
8649;Y;M;28;1200000;5;4500000;4;Guru/Dosen;6
8650;N;M;67;1000000;12;1200000;5;Buruh;1
8651;N;F;35;1400000;10;2000000;0;Guru/Dosen;7
8652;Y;M;65;3000000;10;4400000;1;Pedagang;2
8653;N;M;95;700000;3;2300000;5;Guru/Dosen;5
8654;N;F;39;3000000;12;2000000;2;Pekerja Lepas;1
8655;Y;M;44;1400000;20;4000000;0;Pekerja Lepas;5
8656;N;M;82;1200000;3;3500000;5;Guru/Dosen;1
8657;Y;F;46;1200000;6;3000000;2;Pedagang;1
8658;Y;F;48;1200000;5;4000000;3;Pedagang;1
8659;Y;M;65;1800000;5;3500000;3;Pekerja Lepas;7
8660;Y;F;99;1200000;4;4500000;1;Pedagang;3
8661;Y;M;63;2500000;3;3000000;0;Pedagang;4
8662;N;M;83;700000;10;4000000;3;Buruh;1
8663;N;M;33;700000;4;1800000;4;Pedagang;2
8664;N;F;43;1400000;16;2000000;2;Buruh;4
8665;N;M;69;2500000;16;1800000;4;Guru/Dosen;5
8666;Y;M;54;1000000;6;3500000;4;Wirausaha;1
8667;N;M;87;2000000;10;2000000;5;Wirausaha;0
8668;Y;F;38;500000;10;4500000;3;Pedagang;1
8669;N;M;92;1200000;8;4000000;2;Buruh;6
8670;Y;M;90;500000;6;4500000;2;Pedagang;1
8671;Y;M;33;2500000;4;2300000;2;Pedagang;0
8672;N;F;43;500000;3;2300000;3;Guru/Dosen;0
8673;Y;M;51;1500000;6;4400000;0;Wirausaha;2
8674;Y;F;33;2000000;4;4600000;0;Pedagang;1
8675;Y;M;76;500000;8;3000000;1;Pedagang;7
8676;Y;F;86;500000;3;2500000;2;Pedagang;0
8677;Y;F;73;500000;3;3500000;5;Pekerja Lepas;6
8678;Y;F;35;3000000;6;4800000;0;Pedagang;2
8679;Y;F;61;1800000;6;4400000;3;Pedagang;5
8680;Y;M;31;3000000;8;4400000;0;Pedagang;3
8681;Y;M;21;1400000;12;3000000;2;Pedagang;4
8682;Y;M;92;1200000;10;2300000;5;Pekerja Lepas;0
8683;N;F;24;1200000;3;1200000;2;Pedagang;6
8684;Y;F;22;1000000;6;5000000;4;Pekerja Lepas;0
8685;N;M;62;2500000;10;1500000;0;Pekerja Lepas;3
8686;N;M;72;1200000;6;3000000;3;Buruh;6
8687;Y;M;96;1200000;10;4800000;2;Pekerja Lepas;3
8688;Y;M;28;1000000;8;4800000;1;Pedagang;5
8689;N;M;87;1000000;10;4000000;3;Guru/Dosen;6
8690;N;M;88;1600000;4;4600000;1;Buruh;7
8691;N;F;68;500000;8;2500000;1;Guru/Dosen;1
8692;N;M;60;700000;4;1500000;0;Pekerja Lepas;5
8693;N;F;87;700000;10;2000000;5;Pedagang;1
8694;Y;M;90;1800000;10;3500000;0;Pekerja Lepas;0
8695;Y;M;99;1200000;4;2500000;4;Wirausaha;3
8696;N;M;96;500000;4;1800000;2;Pekerja Lepas;8
8697;Y;M;47;500000;10;2300000;0;Pedagang;0
8698;N;F;68;1200000;3;2000000;5;Guru/Dosen;1
8699;N;M;26;1600000;8;1800000;4;Buruh;1
8700;Y;M;58;1800000;8;4500000;2;Wirausaha;1
8701;N;F;24;1400000;4;1200000;1;Wirausaha;6
8702;Y;M;44;1900000;3;2500000;1;Pedagang;1
8703;Y;M;31;1800000;4;4600000;0;Buruh;6
8704;N;M;35;1000000;8;2300000;4;Guru/Dosen;0
8705;Y;M;33;1000000;16;4000000;5;Pedagang;0
8706;N;M;94;1400000;5;4400000;4;Buruh;2
8707;Y;M;87;1800000;4;2500000;2;Pedagang;6
8708;Y;M;96;1600000;4;4400000;5;Wirausaha;0
8709;Y;M;82;1600000;8;4400000;5;Pekerja Lepas;4
8710;Y;F;100;1500000;5;4000000;0;Pekerja Lepas;6
8711;N;M;72;700000;6;2500000;2;Buruh;3
8712;Y;M;62;3000000;5;4000000;1;Pedagang;8
8713;Y;M;38;1800000;3;3500000;4;Pedagang;8
8714;Y;F;37;1000000;4;2500000;1;Pedagang;2
8715;Y;M;30;2500000;10;4000000;0;Pedagang;1
8716;N;F;58;700000;20;1200000;1;Wirausaha;1
8717;Y;F;47;1000000;10;2500000;5;Buruh;6
8718;Y;M;32;1800000;3;2500000;3;Pedagang;6
8719;N;F;99;500000;8;3500000;2;Guru/Dosen;0
8720;Y;M;96;500000;16;3500000;1;Wirausaha;2
8721;N;M;89;1500000;6;3500000;4;Buruh;4
8722;N;M;39;2000000;4;1200000;3;Pekerja Lepas;0
8723;Y;F;91;1200000;16;4800000;5;Wirausaha;3
8724;Y;F;91;1500000;20;4800000;1;Pedagang;4
8725;N;F;64;500000;3;1800000;2;Pedagang;4
8726;Y;F;81;1200000;5;4800000;5;Wirausaha;8
8727;N;M;44;1400000;10;1800000;5;Wirausaha;0
8728;Y;F;35;1000000;5;2300000;0;Pedagang;1
8729;Y;F;82;1200000;4;4800000;4;Pekerja Lepas;7
8730;N;M;72;700000;4;4500000;0;Buruh;6
8731;Y;F;59;1400000;8;4800000;2;Pekerja Lepas;1
8732;Y;F;32;1000000;16;4500000;3;Pedagang;0
8733;Y;M;44;2000000;4;4600000;0;Wirausaha;6
8734;Y;M;78;2000000;10;5000000;4;Wirausaha;0
8735;N;M;67;1800000;8;1800000;2;Pedagang;7
8736;Y;M;26;1400000;5;4800000;3;Pekerja Lepas;1
8737;Y;M;98;3000000;4;4600000;4;Pedagang;1
8738;N;M;37;3000000;3;2000000;5;Wirausaha;1
8739;Y;M;41;1800000;6;5000000;1;Pedagang;8
8740;N;M;38;1900000;4;4600000;4;Guru/Dosen;1
8741;Y;M;30;3000000;4;2300000;3;Guru/Dosen;7
8742;Y;F;70;1400000;8;3500000;2;Pedagang;2
8743;Y;M;79;1800000;4;3000000;4;Pekerja Lepas;6
8744;Y;F;51;1200000;3;3500000;0;Pedagang;4
8745;Y;M;97;1500000;4;4000000;2;Pekerja Lepas;4
8746;N;F;39;3000000;10;1800000;5;Pedagang;1
8747;Y;M;38;2500000;12;2500000;4;Pedagang;4
8748;Y;M;66;700000;5;4600000;3;Pekerja Lepas;0
8749;N;F;64;1000000;6;3500000;3;Guru/Dosen;0
8750;Y;M;79;1200000;4;3000000;1;Pekerja Lepas;0
8751;Y;M;43;1200000;5;4400000;1;Pedagang;6
8752;Y;M;22;1200000;12;4800000;1;Pedagang;6
8753;Y;M;23;2500000;4;3500000;1;Pekerja Lepas;8
8754;Y;M;53;1900000;8;2300000;4;Pedagang;0
8755;Y;M;86;1400000;16;3500000;4;Pekerja Lepas;7
8756;N;M;93;1200000;6;2300000;1;Guru/Dosen;5
8757;Y;M;74;2000000;10;3000000;4;Pekerja Lepas;6
8758;N;M;76;1800000;12;2500000;4;Guru/Dosen;1
8759;N;M;96;3000000;20;5000000;1;Guru/Dosen;5
8760;Y;M;97;1000000;12;3000000;2;Pedagang;7
8761;Y;F;45;1600000;4;4500000;5;Pedagang;1
8762;N;M;34;500000;6;1800000;5;Guru/Dosen;2
8763;Y;M;32;1000000;20;5000000;3;Buruh;8
8764;N;F;25;1900000;16;4500000;5;Guru/Dosen;4
8765;Y;M;80;500000;8;2300000;2;Pedagang;6
8766;Y;F;77;1200000;12;5000000;1;Pekerja Lepas;1
8767;N;F;22;1400000;6;1800000;2;Pedagang;1
8768;Y;F;35;1500000;20;4000000;5;Pekerja Lepas;3
8769;N;F;61;1000000;12;1500000;5;Buruh;6
8770;Y;F;34;1200000;20;3000000;5;Pekerja Lepas;1
8771;Y;F;89;3000000;10;3000000;3;Pekerja Lepas;6
8772;Y;M;59;1900000;12;4800000;0;Pedagang;5
8773;Y;M;56;2000000;16;4600000;1;Wirausaha;5
8774;N;F;33;500000;10;1200000;1;Guru/Dosen;0
8775;Y;M;93;1200000;4;4600000;0;Pedagang;6
8776;Y;M;36;700000;16;4600000;1;Pekerja Lepas;6
8777;Y;M;70;1800000;10;4800000;3;Pekerja Lepas;3
8778;N;F;20;1900000;4;4000000;3;Guru/Dosen;0
8779;N;M;100;700000;8;3000000;4;Guru/Dosen;0
8780;Y;F;47;500000;6;3000000;5;Pedagang;3
8781;Y;F;77;3000000;10;4500000;1;Pekerja Lepas;0
8782;Y;M;22;2000000;12;4400000;3;Pedagang;3
8783;N;M;33;1000000;20;5000000;3;Guru/Dosen;0
8784;Y;M;51;1400000;4;4600000;2;Pedagang;4
8785;N;M;68;500000;6;1800000;4;Pedagang;1
8786;N;M;92;1800000;4;4000000;0;Buruh;1
8787;Y;M;35;700000;10;3500000;0;Guru/Dosen;2
8788;N;M;70;3000000;3;5000000;2;Guru/Dosen;0
8789;Y;M;54;2500000;4;3000000;1;Buruh;6
8790;N;F;99;1600000;10;4600000;4;Buruh;0
8791;N;M;42;1000000;4;4400000;1;Guru/Dosen;4
8792;N;F;94;1200000;4;1800000;1;Guru/Dosen;4
8793;N;M;60;1900000;10;1200000;0;Pekerja Lepas;0
8794;Y;M;69;1600000;3;4400000;0;Pedagang;0
8795;Y;M;65;1600000;4;5000000;2;Pedagang;6
8796;N;M;96;700000;10;2000000;4;Pekerja Lepas;8
8797;Y;M;65;700000;12;3000000;4;Pedagang;4
8798;N;M;64;1500000;5;4000000;2;Guru/Dosen;0
8799;N;M;55;2000000;5;1500000;2;Pekerja Lepas;5
8800;Y;M;86;500000;4;5000000;3;Pekerja Lepas;1
8801;Y;M;59;500000;4;2500000;0;Pedagang;1
8802;Y;F;31;1400000;12;3000000;0;Buruh;1
8803;Y;M;26;2500000;12;5000000;4;Guru/Dosen;6
8804;N;M;89;1800000;10;4000000;4;Buruh;0
8805;Y;M;24;500000;16;3500000;4;Pedagang;1
8806;N;M;48;1000000;3;2000000;1;Wirausaha;1
8807;Y;M;59;2500000;3;2500000;4;Pekerja Lepas;6
8808;Y;F;33;500000;12;3500000;0;Pekerja Lepas;0
8809;N;M;42;500000;10;3500000;2;Buruh;3
8810;Y;M;31;500000;20;4600000;0;Pekerja Lepas;2
8811;N;F;56;1900000;16;3500000;4;Guru/Dosen;0
8812;N;F;98;1400000;10;1200000;3;Pedagang;0
8813;Y;M;89;500000;5;4500000;1;Pedagang;5
8814;Y;F;51;1200000;10;4600000;5;Wirausaha;0
8815;Y;M;95;700000;20;4500000;0;Pedagang;1
8816;Y;M;97;1900000;6;4400000;3;Pedagang;8
8817;N;M;42;2500000;5;4000000;2;Buruh;5
8818;Y;F;45;500000;5;3500000;5;Pekerja Lepas;7
8819;N;F;67;1500000;10;2000000;3;Pedagang;0
8820;N;M;79;2500000;6;2500000;4;Guru/Dosen;0
8821;Y;M;29;1200000;20;2500000;5;Pekerja Lepas;1
8822;N;F;25;1400000;20;1200000;1;Guru/Dosen;3
8823;N;F;31;500000;5;1800000;1;Pedagang;3
8824;Y;M;30;500000;5;2300000;5;Guru/Dosen;6
8825;Y;M;82;1600000;4;2300000;4;Pedagang;2
8826;Y;M;60;2000000;10;3500000;0;Pedagang;1
8827;N;M;82;1500000;20;4600000;3;Buruh;0
8828;Y;M;38;1800000;3;4600000;4;Pekerja Lepas;6
8829;N;F;69;1200000;10;1800000;0;Pekerja Lepas;4
8830;Y;F;36;1200000;4;3000000;3;Pedagang;5
8831;N;M;89;500000;20;1200000;4;Pedagang;0
8832;N;M;99;1400000;20;2300000;5;Buruh;6
8833;N;M;42;2000000;10;1500000;5;Guru/Dosen;6
8834;N;F;71;1800000;6;1500000;0;Pedagang;0
8835;Y;M;47;1200000;10;4800000;2;Pekerja Lepas;5
8836;Y;M;87;500000;16;4400000;2;Pekerja Lepas;5
8837;N;F;78;1500000;12;2300000;3;Buruh;1
8838;N;F;66;1400000;12;4800000;2;Guru/Dosen;1
8839;Y;F;75;3000000;8;2300000;2;Pedagang;1
8840;N;M;86;3000000;8;2000000;2;Guru/Dosen;4
8841;Y;M;82;1200000;16;4000000;0;Wirausaha;7
8842;Y;M;93;1200000;10;5000000;1;Pekerja Lepas;0
8843;Y;F;41;1000000;16;5000000;4;Pekerja Lepas;3
8844;Y;M;74;1900000;16;4500000;3;Wirausaha;0
8845;N;M;86;500000;16;3500000;0;Guru/Dosen;3
8846;Y;M;97;1900000;20;2300000;2;Pedagang;1
8847;Y;M;49;500000;8;2300000;3;Wirausaha;3
8848;N;M;82;1600000;10;1500000;2;Pekerja Lepas;0
8849;N;M;97;3000000;10;3500000;3;Guru/Dosen;0
8850;Y;F;57;500000;16;4800000;0;Guru/Dosen;6
8851;N;M;80;500000;12;1800000;0;Buruh;8
8852;N;F;37;1200000;8;4600000;3;Guru/Dosen;0
8853;N;F;97;1400000;16;1800000;4;Guru/Dosen;4
8854;Y;M;56;2500000;10;2500000;5;Wirausaha;5
8855;Y;M;87;1600000;6;4400000;4;Pekerja Lepas;4
8856;N;M;23;1000000;16;1500000;4;Pekerja Lepas;5
8857;N;M;53;1200000;8;2300000;2;Buruh;3
8858;N;M;62;1200000;4;2000000;3;Buruh;6
8859;N;M;31;1200000;10;1200000;2;Buruh;4
8860;Y;M;35;1200000;10;4600000;4;Wirausaha;2
8861;N;M;84;1000000;5;3500000;4;Guru/Dosen;8
8862;Y;F;22;1600000;10;5000000;2;Pedagang;1
8863;Y;M;57;500000;5;4800000;5;Wirausaha;8
8864;N;M;24;1200000;5;2500000;3;Buruh;4
8865;Y;F;46;500000;12;4800000;0;Buruh;0
8866;N;M;25;1200000;16;5000000;5;Buruh;5
8867;Y;M;53;1200000;4;4600000;5;Wirausaha;4
8868;N;F;77;3000000;12;4800000;1;Guru/Dosen;0
8869;Y;M;35;2500000;3;4600000;1;Buruh;1
8870;Y;M;25;1900000;3;4400000;4;Wirausaha;0
8871;N;M;56;500000;4;4400000;2;Guru/Dosen;0
8872;Y;F;61;700000;10;4600000;1;Pedagang;0
8873;Y;M;54;500000;5;3500000;1;Pedagang;4
8874;Y;F;85;500000;10;5000000;3;Wirausaha;2
8875;N;M;54;3000000;12;1500000;5;Pedagang;0
8876;Y;F;30;1900000;12;4600000;2;Wirausaha;4
8877;Y;M;56;1200000;8;4500000;2;Pekerja Lepas;2
8878;Y;F;27;1800000;20;5000000;2;Pedagang;4
8879;Y;M;50;1000000;5;4600000;5;Pedagang;7
8880;Y;M;50;1900000;5;4600000;3;Wirausaha;7
8881;N;M;21;500000;5;2000000;2;Wirausaha;0
8882;N;M;89;2000000;6;1200000;4;Buruh;0
8883;Y;M;43;1200000;4;5000000;2;Buruh;6
8884;Y;M;91;2500000;12;4000000;4;Pedagang;3
8885;N;M;91;500000;5;1500000;3;Pekerja Lepas;6
8886;N;F;55;1800000;6;1200000;1;Pekerja Lepas;8
8887;N;F;58;1200000;4;1800000;0;Wirausaha;2
8888;N;F;38;1400000;8;3000000;1;Guru/Dosen;3
8889;Y;M;66;2500000;3;5000000;5;Wirausaha;1
8890;Y;M;32;1500000;8;4800000;5;Pedagang;6
8891;Y;M;24;500000;12;2300000;5;Buruh;7
8892;N;M;23;700000;12;1200000;4;Pedagang;6
8893;Y;M;29;1500000;3;4000000;4;Pedagang;0
8894;Y;M;97;2000000;12;2300000;0;Pedagang;3
8895;Y;F;90;2000000;4;2300000;1;Pedagang;3
8896;Y;M;68;500000;10;3500000;2;Wirausaha;6
8897;N;F;83;1500000;10;1800000;2;Buruh;1
8898;N;F;93;1600000;20;4800000;1;Guru/Dosen;0
8899;Y;M;43;1200000;12;4400000;4;Pedagang;6
8900;N;F;41;1200000;4;1800000;2;Pekerja Lepas;6
8901;Y;M;21;2000000;6;4600000;0;Wirausaha;0
8902;Y;M;45;500000;3;4400000;0;Pedagang;1
8903;Y;M;32;1200000;6;4000000;0;Pekerja Lepas;2
8904;N;M;73;1500000;16;1500000;5;Pedagang;2
8905;N;F;23;1200000;5;1200000;1;Wirausaha;6
8906;Y;M;38;500000;8;4800000;0;Buruh;8
8907;N;F;23;1800000;3;2000000;1;Pedagang;7
8908;Y;M;44;1200000;3;5000000;0;Pedagang;1
8909;N;M;83;1500000;20;4400000;3;Guru/Dosen;5
8910;Y;M;61;1000000;20;2300000;4;Guru/Dosen;6
8911;Y;F;94;1600000;16;4600000;0;Pekerja Lepas;4
8912;N;M;36;1400000;10;2000000;1;Wirausaha;4
8913;N;F;84;1200000;20;2000000;0;Buruh;0
8914;N;M;97;500000;10;1500000;4;Pekerja Lepas;0
8915;Y;F;100;1200000;3;3500000;5;Pedagang;3
8916;N;M;35;1500000;10;1500000;4;Guru/Dosen;4
8917;Y;F;51;700000;5;4500000;4;Pekerja Lepas;1
8918;N;F;83;1900000;6;4000000;2;Buruh;6
8919;Y;M;41;500000;4;3000000;1;Pedagang;3
8920;N;F;33;1200000;20;1500000;5;Wirausaha;8
8921;N;M;76;1200000;5;1500000;3;Pekerja Lepas;1
8922;N;M;74;1400000;10;2000000;5;Wirausaha;2
8923;N;M;71;500000;20;4600000;0;Buruh;6
8924;Y;M;87;1200000;16;4000000;3;Pedagang;0
8925;N;M;21;1200000;4;1800000;2;Wirausaha;5
8926;Y;M;40;1200000;10;2300000;3;Pedagang;6
8927;Y;F;89;1500000;4;4800000;3;Wirausaha;1
8928;Y;F;51;1200000;8;4000000;0;Pedagang;1
8929;N;F;93;1900000;8;1800000;2;Pedagang;0
8930;Y;M;41;1200000;4;3000000;5;Pedagang;4
8931;Y;M;76;1900000;6;4500000;1;Wirausaha;2
8932;N;M;53;1900000;10;1800000;3;Pedagang;2
8933;Y;F;92;700000;12;5000000;0;Pedagang;3
8934;N;M;65;2500000;10;1800000;5;Wirausaha;1
8935;N;F;76;1200000;8;2500000;5;Guru/Dosen;1
8936;Y;M;69;500000;5;4500000;1;Wirausaha;6
8937;Y;M;64;500000;10;4400000;1;Wirausaha;5
8938;Y;M;39;1000000;3;2500000;5;Pekerja Lepas;1
8939;N;M;61;1000000;3;1200000;5;Pedagang;8
8940;Y;F;22;1000000;20;2500000;4;Buruh;6
8941;N;M;65;700000;20;2000000;2;Buruh;1
8942;Y;F;77;1500000;8;4800000;1;Pedagang;4
8943;N;M;50;1200000;3;2300000;2;Buruh;0
8944;N;M;95;1600000;16;4800000;4;Guru/Dosen;0
8945;Y;M;50;1800000;4;5000000;2;Pedagang;1
8946;Y;M;55;1400000;6;4500000;1;Pedagang;4
8947;Y;F;52;2500000;4;4500000;4;Pekerja Lepas;1
8948;N;F;44;1600000;3;2000000;1;Wirausaha;7
8949;Y;M;33;700000;16;4500000;2;Pekerja Lepas;5
8950;Y;F;31;700000;4;4600000;3;Pedagang;2
8951;Y;M;47;500000;4;4500000;1;Wirausaha;3
8952;Y;F;86;1500000;4;4800000;1;Pedagang;0
8953;N;M;73;1200000;16;1200000;4;Pedagang;0
8954;N;M;29;1400000;6;1500000;4;Pekerja Lepas;4
8955;Y;M;55;500000;16;3500000;3;Wirausaha;1
8956;Y;M;30;3000000;3;4800000;4;Guru/Dosen;6
8957;Y;M;90;1200000;5;3500000;1;Pedagang;1
8958;Y;M;77;500000;3;4500000;3;Pekerja Lepas;6
8959;Y;M;32;1600000;6;4800000;4;Buruh;7
8960;Y;F;69;1000000;4;5000000;3;Pedagang;6
8961;N;M;86;1000000;6;2300000;4;Buruh;1
8962;N;M;66;1400000;10;3000000;4;Guru/Dosen;2
8963;Y;F;46;1600000;8;4000000;1;Pedagang;3
8964;Y;M;40;500000;4;4400000;0;Pekerja Lepas;5
8965;N;M;30;1200000;20;1800000;1;Pekerja Lepas;4
8966;N;F;79;1200000;6;5000000;1;Guru/Dosen;3
8967;N;M;29;2000000;4;2000000;5;Guru/Dosen;4
8968;Y;F;68;500000;8;3000000;2;Pekerja Lepas;4
8969;Y;M;21;1800000;8;2500000;0;Wirausaha;2
8970;Y;M;88;1400000;4;4800000;5;Wirausaha;1
8971;N;F;54;2000000;10;2500000;2;Buruh;1
8972;Y;F;36;500000;12;3500000;2;Buruh;7
8973;N;F;99;2000000;10;2000000;2;Pedagang;1
8974;Y;M;88;1200000;20;4600000;2;Pedagang;6
8975;N;M;53;1200000;20;2300000;4;Guru/Dosen;5
8976;N;F;100;1500000;3;1500000;1;Pekerja Lepas;4
8977;N;F;62;1800000;10;1200000;5;Pedagang;7
8978;Y;M;46;2000000;16;4600000;1;Buruh;4
8979;N;M;72;700000;3;3000000;3;Guru/Dosen;4
8980;N;M;98;1500000;10;4600000;0;Guru/Dosen;6
8981;Y;F;74;2500000;4;4000000;2;Pedagang;0
8982;N;M;46;2500000;10;1800000;1;Pedagang;1
8983;Y;M;46;2500000;5;3500000;0;Wirausaha;4
8984;Y;M;62;500000;3;3500000;0;Pedagang;5
8985;Y;M;76;1200000;16;4800000;0;Pekerja Lepas;1
8986;N;F;67;1900000;10;3000000;3;Buruh;3
8987;N;M;87;2000000;4;2500000;2;Guru/Dosen;6
8988;Y;M;47;1500000;6;2500000;5;Wirausaha;1
8989;Y;M;25;2000000;20;5000000;5;Wirausaha;6
8990;N;M;37;1900000;10;2300000;2;Guru/Dosen;1
8991;Y;F;89;1600000;5;3000000;0;Wirausaha;5
8992;N;M;77;2000000;3;1800000;4;Pekerja Lepas;0
